Age,Gender,Dependent_Count,Education_Level,is_Married,Read_Book_per_Year,Income_Range
52,M,1,석사,0,43,B
57,M,2,석사,0,39,A
55,M,1,학사,0,48,D
46,M,3,고졸,1,35,C
36,M,4,석사,1,36,D
36,M,2,학사,0,24,C
52,F,2,석사,1,40,A
32,M,3,석사,1,20,B
38,F,2,고졸,1,27,A
58,F,1,학사,1,38,A
54,F,2,고졸,1,44,X
44,F,1,고졸,1,31,B
43,F,4,학사,0,36,B
43,M,5,석사,1,38,C
52,F,1,고졸,0,36,A
61,F,0,석사,1,56,X
42,M,2,학사,1,32,D
45,M,2,석사,0,39,D
47,M,2,석사,0,41,E
51,F,1,석사,1,39,A
50,F,1,석사,1,44,X
50,F,1,석사,0,36,A
42,F,2,고졸,0,23,A
49,F,2,학사,1,41,A
39,F,2,석사,0,34,B
42,M,2,석사,1,31,D
42,F,3,석사,0,32,A
44,M,3,고졸,0,35,D
46,F,4,박사,0,36,A
46,F,3,석사,0,28,A
65,M,0,고졸,1,56,A
37,M,4,박사,0,31,C
51,F,3,석사,1,44,B
53,M,2,석사,1,36,E
52,F,2,석사,0,43,X
49,F,3,고졸,1,36,X
38,M,2,고졸,1,36,B
44,F,2,석사,1,26,X
51,M,2,석사,0,40,E
47,F,2,고졸,0,41,A
53,F,1,학사,0,44,X
46,F,3,고졸,1,36,B
46,F,3,학사,0,41,A
51,F,2,학사,0,36,A
64,M,1,석사,1,52,A
38,M,2,고졸,1,29,E
60,F,1,석사,1,52,X
46,M,3,고졸,0,39,D
44,F,3,석사,1,40,A
35,M,1,박사,0,27,D
54,M,2,고졸,1,38,D
37,M,1,석사,0,27,B
29,M,1,석사,1,14,D
44,M,2,석사,1,36,C
37,M,5,박사,0,36,D
43,M,1,석사,1,37,D
35,F,2,석사,0,25,X
27,M,0,석사,0,13,A
52,F,3,석사,1,47,B
43,F,4,석사,0,36,A
37,M,2,석사,0,28,C
45,M,2,학사,0,29,C
57,F,4,고졸,0,36,X
51,M,3,석사,1,31,D
47,M,2,고졸,1,32,C
37,M,1,석사,1,26,D
40,M,4,석사,0,29,D
51,F,1,석사,1,43,B
45,F,2,고졸,1,36,B
44,F,5,석사,0,37,X
41,F,2,석사,0,36,A
61,M,0,고졸,1,50,D
50,F,0,석사,1,43,A
52,F,1,석사,1,46,B
43,F,3,석사,0,38,A
41,M,2,석사,1,37,C
51,M,3,고졸,0,43,C
44,F,2,석사,0,39,A
47,F,4,학사,1,38,A
58,M,2,고졸,0,49,C
53,M,0,석사,0,34,D
32,F,3,석사,0,36,A
50,M,3,고졸,1,35,C
47,F,4,박사,0,36,A
40,F,4,고졸,0,36,A
30,F,0,고졸,0,22,X
46,F,3,학사,1,36,A
38,M,3,석사,1,32,C
60,M,0,학사,1,50,D
44,F,3,석사,1,34,X
45,M,3,학사,0,32,C
53,F,1,고졸,0,41,A
56,F,1,석사,1,48,A
48,M,3,고졸,0,36,C
40,F,2,석사,1,35,A
41,F,4,고졸,1,29,A
42,F,2,석사,1,37,A
50,M,3,고졸,0,39,D
47,F,1,고졸,1,41,A
45,F,4,학사,1,36,A
47,F,2,박사,1,35,A
64,F,0,고졸,1,56,A
44,M,2,학사,1,36,C
41,F,2,석사,1,32,A
48,F,3,고졸,1,40,A
50,M,3,학사,0,36,D
57,M,3,석사,0,49,E
43,F,3,석사,1,36,A
38,F,2,박사,0,31,A
62,F,1,고졸,0,36,A
38,M,2,석사,0,25,C
36,F,2,석사,1,26,A
52,F,0,석사,1,37,X
53,M,2,고졸,0,44,E
26,M,0,석사,0,13,A
49,M,1,고졸,0,44,E
43,M,5,석사,1,35,C
50,F,3,고졸,0,38,A
40,M,4,고졸,1,29,C
46,F,3,석사,1,36,A
37,M,2,학사,0,36,D
51,M,1,석사,0,44,B
39,M,2,학사,1,26,C
53,M,3,고졸,1,44,E
47,F,3,석사,1,36,A
44,M,3,고졸,1,36,D
54,M,3,석사,1,46,D
56,M,2,고졸,1,45,D
33,M,3,고졸,1,20,E
32,M,1,석사,0,26,X
40,F,5,석사,1,30,A
48,F,2,박사,0,36,X
41,F,2,석사,1,36,B
61,F,1,학사,1,46,X
48,M,4,학사,1,44,D
33,F,2,석사,0,21,X
38,M,3,고졸,0,27,D
36,M,2,고졸,0,32,B
38,F,3,고졸,0,26,A
61,F,1,학사,0,55,A
43,M,3,고졸,0,36,B
57,F,0,박사,1,46,X
43,F,2,석사,1,25,A
29,M,2,학사,1,17,B
55,F,3,석사,0,44,X
52,M,3,석사,1,47,E
65,F,0,고졸,1,36,A
46,F,3,석사,0,28,A
33,M,3,석사,0,27,C
51,M,4,박사,1,36,C
48,F,4,석사,0,37,A
50,F,3,석사,1,36,A
59,M,0,고졸,1,47,D
55,F,3,석사,0,37,B
60,F,1,석사,0,51,X
40,F,4,석사,0,27,B
50,F,2,석사,1,44,B
43,M,4,고졸,0,37,D
29,M,1,학사,0,36,C
38,M,1,고졸,1,32,C
38,M,3,고졸,1,26,C
42,F,3,학사,1,27,X
53,F,2,고졸,0,49,A
43,F,2,고졸,1,34,B
42,F,3,석사,1,35,A
61,F,0,석사,0,36,A
56,F,1,석사,1,48,A
51,M,2,박사,0,36,E
42,F,1,고졸,1,36,B
51,F,1,석사,0,36,B
39,F,1,석사,0,31,A
45,F,3,고졸,1,36,A
48,F,3,석사,0,43,A
48,M,3,석사,1,39,D
42,F,4,석사,1,33,B
51,F,3,석사,0,36,A
51,M,3,학사,1,40,E
52,F,2,고졸,1,39,X
51,M,4,학사,1,36,B
47,M,1,석사,1,40,C
45,F,2,고졸,1,36,A
44,F,2,석사,0,36,A
46,F,2,석사,0,36,A
51,F,2,고졸,1,36,A
56,F,2,석사,1,48,A
41,F,3,학사,0,22,B
54,F,2,석사,1,47,X
36,F,1,박사,0,25,A
42,M,2,박사,1,32,D
57,F,3,고졸,1,51,X
35,F,2,석사,0,26,X
57,F,1,석사,1,45,A
56,F,1,학사,1,36,X
52,F,2,석사,1,37,A
39,M,1,학사,1,27,A
49,F,3,석사,0,36,A
52,M,4,석사,0,46,B
57,M,2,고졸,0,45,C
51,M,4,학사,1,31,E
56,M,3,고졸,1,45,D
33,M,3,고졸,1,22,D
57,F,2,석사,0,50,A
42,M,4,석사,0,33,B
51,M,2,석사,1,40,B
53,F,2,학사,0,48,A
46,F,2,석사,0,36,A
46,M,4,고졸,1,36,C
39,M,2,석사,1,21,D
46,F,3,학사,1,39,A
50,F,0,고졸,0,43,A
39,M,3,석사,1,28,B
39,M,4,석사,1,31,D
43,F,3,석사,1,31,A
34,M,2,석사,0,29,D
49,M,3,석사,1,41,B
33,M,2,석사,1,13,C
54,F,3,박사,1,39,B
54,F,2,학사,0,36,A
52,M,2,고졸,0,46,D
52,F,2,고졸,0,39,B
54,F,3,석사,1,49,A
36,F,3,석사,0,28,B
50,M,2,고졸,1,32,C
45,F,4,석사,1,34,A
58,F,4,고졸,1,48,X
54,M,3,학사,0,42,B
46,F,3,고졸,1,34,B
39,M,2,석사,1,27,D
51,F,1,석사,0,41,A
52,F,3,고졸,1,36,A
52,F,3,석사,1,39,X
48,M,3,석사,1,37,C
43,M,0,고졸,0,36,D
59,M,0,고졸,0,54,C
49,M,2,석사,0,45,C
65,F,0,석사,1,56,A
54,M,2,석사,0,36,C
46,M,4,석사,1,33,D
35,F,3,석사,0,31,A
52,M,2,박사,1,38,D
58,F,3,박사,1,47,A
47,M,4,고졸,1,37,D
56,M,1,석사,0,36,C
55,M,1,학사,0,42,D
56,F,1,석사,0,37,B
51,M,2,고졸,1,38,C
57,F,2,박사,0,44,A
49,F,5,고졸,1,33,B
45,M,3,고졸,1,35,E
47,M,2,석사,1,36,D
45,M,3,박사,0,34,C
44,M,3,박사,0,35,E
57,F,1,고졸,1,36,X
42,F,4,학사,0,34,X
42,M,2,석사,0,36,D
40,F,4,학사,1,36,A
48,F,2,석사,1,42,X
40,F,1,석사,1,30,A
45,F,3,석사,0,28,A
37,F,1,석사,1,31,A
48,F,5,고졸,0,42,B
44,F,2,석사,1,37,X
51,F,2,박사,0,45,X
65,M,1,고졸,0,36,X
47,F,3,석사,1,36,A
57,F,1,석사,0,36,A
43,M,3,석사,0,31,D
52,M,2,고졸,1,43,D
48,M,1,석사,0,36,D
65,M,0,고졸,1,56,A
53,F,1,학사,1,43,B
50,F,1,석사,0,36,X
55,F,1,박사,1,36,A
39,F,1,석사,0,32,B
47,M,3,고졸,1,36,D
44,M,3,고졸,1,36,C
43,F,2,고졸,0,37,A
45,F,3,석사,0,36,B
42,F,3,박사,0,30,A
50,F,2,고졸,0,43,A
50,M,1,고졸,1,36,D
43,F,3,석사,0,35,A
57,M,3,학사,0,36,C
38,F,1,석사,1,20,B
58,M,4,고졸,1,47,B
64,M,0,석사,0,36,A
48,F,2,학사,1,41,A
36,M,2,학사,0,22,C
47,M,1,석사,0,31,D
55,M,3,고졸,1,50,C
34,F,4,석사,0,28,A
55,F,4,고졸,1,36,A
55,M,3,석사,1,48,D
43,M,2,고졸,0,33,C
41,F,5,석사,1,24,A
42,M,3,석사,1,29,C
38,M,2,학사,1,36,D
50,F,4,학사,1,36,X
47,F,2,석사,1,36,X
63,M,1,고졸,0,51,A
53,F,1,석사,1,39,A
27,F,1,석사,0,13,X
30,M,1,학사,0,13,X
63,M,0,석사,0,36,X
30,M,2,석사,1,18,A
34,F,0,석사,1,26,B
35,F,4,석사,1,36,X
46,M,4,고졸,1,37,D
46,M,3,박사,1,38,E
65,M,1,학사,1,56,A
48,M,4,석사,1,41,D
59,F,1,고졸,0,46,A
53,M,2,학사,0,42,D
39,M,3,석사,0,29,C
57,F,3,학사,0,44,B
39,F,3,고졸,0,36,X
47,M,0,석사,1,36,D
55,M,2,고졸,1,50,E
56,F,2,학사,0,52,A
39,F,2,석사,0,27,A
26,M,0,석사,0,20,A
49,F,4,석사,1,39,A
44,M,1,학사,0,40,B
30,F,2,석사,0,18,A
52,M,3,석사,1,46,D
44,M,5,고졸,1,36,D
50,F,2,고졸,1,36,A
49,M,4,석사,0,43,D
46,F,3,학사,1,36,A
51,M,3,석사,1,36,D
58,F,0,고졸,1,36,A
53,F,2,석사,1,41,X
52,M,1,고졸,1,36,E
58,M,4,석사,1,36,C
54,F,1,박사,0,36,X
50,M,2,고졸,0,40,C
47,F,4,석사,0,37,B
41,M,2,석사,1,32,E
57,F,2,석사,1,41,A
49,M,5,석사,0,42,C
47,F,2,학사,1,36,A
42,F,2,고졸,1,30,A
46,F,3,석사,1,38,B
42,M,3,고졸,0,30,D
53,F,1,고졸,1,47,A
38,F,2,고졸,0,25,B
46,M,5,박사,0,39,C
56,M,3,석사,0,46,C
44,M,5,석사,1,32,C
46,F,2,석사,1,33,A
49,F,1,학사,1,36,X
41,M,2,고졸,1,36,E
42,F,3,석사,0,33,B
41,M,3,학사,0,36,C
44,M,4,고졸,0,36,C
45,F,4,석사,1,38,A
52,F,3,석사,1,46,A
44,F,2,석사,0,37,X
53,M,4,석사,0,33,D
36,F,1,고졸,1,36,X
36,F,3,고졸,1,27,A
46,F,4,석사,1,36,X
38,M,3,학사,0,26,E
54,M,3,석사,1,36,D
55,M,3,고졸,0,47,C
49,M,3,고졸,0,36,B
52,M,1,박사,1,41,E
40,M,3,석사,1,31,C
39,F,4,석사,0,25,B
50,M,2,석사,1,42,E
42,F,3,고졸,1,36,B
47,F,4,고졸,0,36,B
46,M,2,석사,1,39,D
45,F,1,석사,0,35,A
48,M,1,학사,0,36,D
34,F,2,학사,0,20,A
56,F,1,석사,1,49,A
33,F,2,석사,1,20,A
53,M,1,고졸,0,36,A
48,M,4,학사,0,30,C
47,F,1,석사,1,36,A
54,F,3,석사,1,36,X
50,M,0,고졸,1,30,D
44,M,3,학사,1,30,B
42,M,3,석사,1,30,C
46,F,3,고졸,1,36,X
45,M,4,학사,0,40,E
33,F,1,고졸,1,36,X
61,M,0,석사,1,54,B
38,F,1,학사,0,28,A
54,M,3,고졸,1,48,D
43,M,4,고졸,1,32,B
34,F,1,학사,1,30,A
38,F,1,고졸,1,19,B
43,M,2,석사,0,36,D
60,M,0,학사,0,53,D
30,F,1,석사,1,36,A
43,M,3,고졸,0,36,E
35,F,3,고졸,1,23,A
38,F,2,석사,1,29,A
42,F,3,고졸,1,36,A
52,F,1,석사,1,42,A
41,M,4,고졸,1,36,C
53,F,2,석사,1,45,A
47,F,1,석사,1,35,B
42,M,4,고졸,0,35,E
47,F,3,고졸,1,34,A
53,M,3,고졸,1,44,D
48,F,3,박사,0,39,A
45,M,4,석사,1,32,D
43,M,3,석사,1,26,D
53,F,3,박사,1,33,A
33,M,3,고졸,1,23,B
44,F,4,고졸,0,38,B
41,M,4,박사,1,29,D
45,M,4,석사,1,36,A
48,M,4,석사,1,36,A
54,F,3,석사,1,49,X
56,M,3,석사,1,40,C
37,M,1,석사,0,27,C
55,F,3,고졸,1,44,A
52,F,3,석사,0,44,A
48,F,2,학사,1,36,A
55,F,2,석사,1,47,A
51,F,4,석사,0,44,A
42,M,3,학사,1,34,C
57,M,4,석사,1,51,E
54,M,4,고졸,0,49,D
32,F,1,석사,1,36,A
38,F,3,고졸,1,34,A
26,F,1,석사,0,20,B
46,F,2,석사,1,36,X
43,F,3,석사,0,33,X
57,F,2,석사,1,44,A
51,M,3,석사,0,43,D
45,F,3,고졸,0,34,A
47,M,3,석사,1,38,C
42,F,3,석사,1,37,B
41,F,3,석사,1,36,A
48,F,4,박사,0,39,X
43,F,3,석사,1,30,A
51,M,3,고졸,1,41,D
47,M,2,학사,1,35,E
45,F,2,석사,1,26,B
52,M,1,석사,1,36,D
50,F,2,고졸,1,39,B
44,M,3,석사,0,40,B
37,F,2,학사,0,26,A
42,F,3,학사,1,37,A
47,F,5,고졸,0,36,A
52,M,0,학사,1,47,E
52,F,4,고졸,0,47,X
55,F,1,고졸,0,37,A
41,F,4,석사,0,35,A
51,F,3,고졸,1,32,A
30,F,0,석사,1,23,A
52,F,1,석사,0,47,A
43,M,1,석사,0,36,X
56,F,0,석사,0,45,A
38,F,2,학사,0,21,A
39,F,1,고졸,1,25,A
51,F,3,석사,0,46,A
44,F,4,박사,1,36,X
47,F,4,박사,0,36,A
54,F,3,석사,1,49,A
58,M,3,학사,1,54,E
34,F,1,석사,0,21,X
39,M,3,고졸,0,32,C
41,F,2,석사,0,32,A
38,M,1,석사,1,31,C
47,F,4,석사,1,39,A
41,M,3,박사,0,28,E
38,M,1,석사,1,31,C
44,M,2,석사,1,36,C
29,M,1,고졸,1,36,B
52,M,2,고졸,1,35,C
32,M,1,고졸,1,26,B
52,F,1,고졸,1,36,A
56,F,1,고졸,1,42,X
47,F,2,석사,0,37,A
48,M,4,석사,1,37,C
54,F,2,학사,1,43,A
48,M,4,학사,0,31,D
44,F,4,학사,0,39,B
40,M,3,석사,0,34,D
35,F,3,학사,0,25,A
44,F,3,박사,0,40,B
49,F,2,석사,0,38,X
46,M,2,박사,1,34,E
48,M,2,박사,0,42,B
45,M,5,학사,0,35,D
53,M,4,석사,1,36,D
48,F,3,고졸,1,36,A
41,F,4,고졸,0,30,B
41,M,3,고졸,0,28,D
47,F,5,고졸,1,36,A
65,M,0,석사,1,56,B
49,M,2,석사,1,40,E
50,M,3,석사,1,42,E
41,M,4,학사,1,22,D
41,F,2,고졸,1,26,B
50,F,2,고졸,0,46,A
50,F,1,고졸,1,32,A
58,F,3,석사,1,48,A
51,F,2,학사,1,46,B
65,M,0,석사,0,56,A
43,M,3,석사,0,31,A
58,M,4,석사,1,45,E
48,M,4,고졸,0,39,E
50,F,3,고졸,1,36,A
52,F,1,석사,0,32,A
39,M,3,고졸,0,30,D
65,F,1,고졸,0,55,A
55,F,4,석사,0,41,A
53,F,2,석사,1,38,B
55,F,3,석사,0,36,A
43,M,2,고졸,1,25,C
43,M,5,석사,0,36,D
43,F,0,석사,1,37,A
38,M,3,학사,0,34,C
47,F,2,석사,1,36,A
46,M,2,학사,1,40,E
45,F,3,석사,1,31,A
39,F,1,학사,0,32,A
53,M,3,고졸,0,33,D
51,F,1,석사,0,37,A
53,M,1,석사,0,43,D
32,M,1,박사,0,27,C
48,M,4,석사,1,37,C
55,M,3,고졸,0,51,E
54,M,1,학사,1,42,D
42,F,4,박사,1,24,A
56,M,3,학사,1,50,E
59,F,1,학사,1,49,B
45,F,4,고졸,1,36,A
50,F,1,고졸,0,36,A
43,F,3,석사,1,28,B
39,F,5,석사,0,28,A
45,F,3,석사,0,39,A
42,F,3,석사,1,33,A
60,M,1,석사,0,55,D
38,M,3,고졸,1,22,D
53,F,0,석사,1,36,X
50,M,2,학사,1,37,C
44,F,2,석사,0,32,A
42,M,2,고졸,0,33,C
41,M,3,학사,0,28,C
39,F,2,학사,1,31,B
43,F,5,석사,0,34,X
48,M,3,학사,1,37,C
50,F,3,고졸,1,38,X
51,F,1,학사,1,37,X
44,F,4,박사,1,30,B
57,M,2,고졸,0,52,D
29,M,0,석사,0,22,E
47,M,3,고졸,1,39,C
51,F,3,학사,1,36,X
58,F,4,고졸,0,39,A
40,M,2,석사,1,36,D
45,M,4,박사,0,36,E
45,M,5,석사,1,40,D
48,F,2,석사,1,41,B
36,F,4,고졸,1,36,A
51,M,3,석사,1,39,D
50,M,4,고졸,0,41,E
46,M,2,학사,0,41,D
35,M,0,고졸,0,29,D
42,F,3,학사,0,35,B
57,M,1,석사,1,36,D
49,M,5,고졸,0,36,C
49,M,3,고졸,0,42,E
40,M,4,고졸,0,32,B
39,F,5,석사,1,36,A
48,F,3,석사,0,41,B
46,F,2,석사,0,36,X
55,F,1,학사,0,50,B
58,F,2,고졸,0,50,A
48,M,4,석사,0,36,D
59,F,1,학사,0,36,X
52,M,4,석사,1,45,D
39,M,4,석사,1,32,A
55,F,1,학사,0,48,A
47,M,4,석사,1,41,B
47,F,3,석사,0,36,X
49,F,4,고졸,0,40,A
51,F,2,고졸,0,36,A
47,M,3,박사,0,35,A
38,M,2,석사,1,31,D
47,F,3,학사,1,36,A
59,F,1,석사,1,36,A
38,F,2,석사,0,36,B
60,M,1,고졸,0,50,A
47,M,2,고졸,1,39,C
46,F,3,고졸,0,36,A
36,F,3,석사,0,18,B
52,F,1,학사,1,40,X
49,F,2,학사,1,36,A
37,F,5,고졸,0,19,B
48,M,3,학사,1,41,D
56,M,3,학사,1,43,E
38,F,2,고졸,0,27,A
54,F,2,고졸,0,42,B
48,M,2,고졸,1,44,D
44,F,3,박사,1,36,A
48,F,2,고졸,1,37,X
61,M,0,석사,1,49,C
41,M,3,학사,0,33,C
45,F,5,석사,1,39,A
52,M,1,고졸,0,45,C
50,M,2,박사,1,45,E
59,F,1,석사,0,39,A
45,F,2,석사,1,25,A
52,F,1,석사,0,36,A
44,M,3,고졸,1,36,D
52,F,4,석사,1,45,A
58,M,1,석사,1,46,C
52,F,3,고졸,1,47,B
51,M,4,고졸,0,46,E
44,F,4,석사,1,31,A
39,F,1,고졸,1,36,X
48,F,4,석사,0,37,A
46,M,5,고졸,1,28,B
49,M,1,고졸,0,40,C
37,F,1,학사,0,32,B
49,M,1,박사,1,36,C
56,F,2,고졸,1,51,X
47,M,2,석사,1,32,C
49,M,2,석사,1,43,C
43,M,4,석사,1,31,E
31,M,2,석사,0,36,B
48,F,2,학사,1,37,X
39,M,3,석사,0,36,E
54,M,3,고졸,0,36,D
60,F,2,고졸,1,36,A
57,F,3,고졸,0,36,X
52,F,2,학사,0,36,A
46,M,2,석사,1,40,C
54,M,3,박사,1,41,E
30,F,0,석사,1,19,A
39,F,4,석사,0,23,X
38,F,2,고졸,1,27,B
58,M,2,석사,1,48,B
48,F,4,고졸,1,44,X
49,M,0,박사,1,39,C
54,F,4,학사,0,48,X
50,F,0,고졸,1,43,B
57,F,1,고졸,0,45,A
56,M,4,석사,0,46,D
54,M,1,석사,1,44,B
32,M,1,고졸,1,22,X
35,F,2,석사,0,27,X
38,M,1,고졸,0,30,B
39,F,2,석사,1,26,B
40,M,2,고졸,1,27,E
34,M,2,고졸,1,28,C
57,F,3,석사,0,52,A
37,F,1,석사,1,29,B
43,M,3,학사,1,36,C
51,F,1,석사,0,41,X
53,M,1,석사,0,48,D
43,F,1,석사,1,31,A
39,M,3,고졸,1,36,E
34,M,3,고졸,1,23,D
53,F,3,학사,1,33,B
47,M,4,학사,1,35,B
57,F,2,석사,1,49,B
48,F,4,학사,1,37,B
59,F,1,석사,0,49,X
60,M,0,고졸,1,36,B
53,F,2,고졸,0,47,B
44,F,2,석사,0,26,A
36,F,1,고졸,0,36,A
56,F,1,석사,0,47,A
52,F,3,고졸,1,42,X
50,F,2,고졸,1,40,X
45,F,4,고졸,1,36,B
40,M,3,고졸,0,36,D
39,M,2,박사,0,36,C
45,M,2,석사,0,34,C
48,M,4,고졸,1,36,D
42,F,1,박사,1,35,B
47,F,4,고졸,1,36,A
44,F,2,학사,0,34,A
41,M,1,고졸,0,36,D
52,M,3,석사,0,36,C
44,M,3,석사,0,39,C
39,F,1,고졸,0,20,B
52,F,2,고졸,0,45,A
61,M,1,석사,1,50,B
45,F,2,석사,1,31,A
54,M,2,학사,1,43,E
61,F,0,석사,1,50,B
49,M,2,고졸,1,36,D
48,M,4,석사,1,40,D
41,M,3,석사,0,29,C
44,M,2,박사,0,36,C
51,M,2,석사,1,37,C
46,M,2,학사,0,38,D
39,F,2,고졸,1,27,X
56,M,1,고졸,1,36,D
53,M,3,박사,0,36,E
41,M,5,학사,1,31,C
47,M,2,석사,0,35,B
52,M,2,석사,1,43,D
53,M,3,석사,0,45,D
43,M,3,석사,1,36,D
49,F,1,석사,1,44,A
51,M,3,석사,0,36,D
44,M,2,석사,1,35,D
48,F,1,석사,1,38,A
46,M,2,고졸,0,36,E
56,F,1,학사,0,48,A
44,F,3,석사,0,38,B
53,M,2,학사,1,40,B
31,M,0,석사,0,24,C
47,F,4,석사,0,39,A
43,F,3,학사,0,30,A
65,M,1,석사,1,54,A
37,M,3,고졸,0,36,E
41,M,2,석사,1,31,C
44,M,4,박사,1,33,D
57,M,0,석사,1,52,D
36,M,3,고졸,1,36,C
32,F,2,석사,0,17,A
33,M,2,학사,1,36,D
53,F,4,학사,1,36,A
62,F,0,석사,0,53,A
41,M,3,고졸,0,33,A
41,F,2,고졸,0,36,A
53,F,1,고졸,1,39,B
52,F,1,박사,1,39,A
56,M,2,학사,0,43,C
44,F,3,학사,1,36,A
35,F,4,학사,1,31,A
46,M,3,학사,0,36,C
39,M,1,석사,1,25,E
60,M,0,석사,1,36,A
52,M,3,석사,1,47,C
53,M,1,석사,1,41,E
54,F,1,고졸,1,43,A
49,F,3,석사,1,35,A
42,M,3,석사,1,36,D
41,F,3,석사,1,27,A
46,F,4,고졸,1,30,X
42,M,3,고졸,0,36,C
46,M,3,학사,0,30,E
47,F,2,고졸,1,37,A
47,M,4,석사,0,42,D
49,F,4,고졸,0,34,A
42,M,2,학사,0,36,D
46,F,4,석사,1,39,X
51,M,2,학사,0,41,E
55,M,4,석사,1,36,E
50,F,3,학사,0,32,A
45,M,3,석사,0,32,D
42,F,2,석사,1,23,A
37,F,1,학사,0,20,X
52,F,3,고졸,1,48,A
40,M,3,학사,0,33,D
51,M,4,고졸,1,42,D
51,F,4,고졸,0,36,A
58,F,0,석사,1,47,B
48,M,2,학사,0,36,A
38,F,4,석사,1,28,X
40,F,5,학사,1,35,A
44,M,2,석사,1,36,D
45,M,3,석사,0,34,C
55,M,2,박사,0,44,A
37,M,3,학사,1,30,D
51,M,3,석사,1,32,C
33,M,4,학사,0,20,B
36,F,2,석사,1,23,A
50,F,2,고졸,1,36,A
51,F,2,고졸,0,31,X
51,F,4,석사,0,34,X
53,M,3,박사,1,35,B
39,M,3,석사,0,30,D
53,F,1,학사,1,47,A
42,M,3,고졸,0,35,C
59,F,1,학사,0,48,A
44,M,4,고졸,1,33,E
54,F,1,고졸,0,43,A
40,M,4,석사,0,36,C
54,F,3,학사,0,49,X
42,M,3,학사,1,35,C
34,F,2,학사,1,36,A
36,F,1,석사,1,22,A
30,M,0,학사,0,24,C
45,M,2,학사,1,34,C
37,F,2,고졸,0,36,A
54,F,3,고졸,1,38,X
42,M,2,고졸,0,34,C
44,F,3,학사,1,24,B
51,F,1,박사,0,45,A
63,M,0,석사,0,51,C
57,M,4,석사,1,49,D
51,M,3,석사,0,36,D
49,M,3,석사,0,36,D
52,M,2,석사,0,44,E
44,M,0,고졸,0,33,B
42,F,3,박사,1,36,B
53,F,3,석사,0,40,B
58,M,2,학사,1,44,D
46,M,4,고졸,1,38,D
40,M,3,고졸,1,36,D
39,F,1,석사,0,34,X
40,M,5,석사,1,34,D
48,F,1,박사,1,43,A
58,F,1,석사,1,46,A
39,M,2,석사,0,19,C
47,M,4,학사,0,41,C
43,M,2,고졸,1,23,E
37,F,2,박사,0,18,B
63,M,0,석사,1,56,B
56,M,3,고졸,0,45,C
55,F,2,고졸,1,36,A
45,M,4,고졸,0,37,E
51,F,3,석사,1,44,A
54,M,2,석사,1,42,C
53,M,3,고졸,1,36,E
59,F,0,석사,0,48,B
51,F,4,석사,0,37,B
50,F,3,고졸,0,38,A
53,F,1,석사,0,39,B
46,M,3,석사,1,32,B
49,M,4,고졸,1,36,C
42,F,3,박사,1,36,A
39,F,2,석사,0,34,A
44,F,4,석사,0,40,B
30,M,2,학사,0,36,C
36,F,2,고졸,0,36,A
36,M,4,학사,0,36,E
44,F,3,석사,0,17,A
50,M,1,학사,0,41,B
57,F,2,학사,1,44,A
47,F,4,석사,1,34,A
44,M,3,석사,1,40,B
32,M,1,고졸,1,14,A
55,F,1,학사,0,36,A
52,F,2,석사,1,45,A
58,M,0,석사,1,49,D
52,F,2,고졸,1,44,X
63,M,0,학사,0,56,D
43,M,5,석사,0,31,B
65,M,1,고졸,1,47,A
54,F,2,석사,1,44,A
57,M,1,석사,1,36,C
47,M,3,고졸,1,36,C
65,M,0,박사,0,56,X
30,M,0,학사,1,25,C
48,F,3,고졸,0,32,A
48,F,2,학사,0,35,A
41,F,4,고졸,1,30,X
60,M,0,석사,1,41,B
50,F,1,석사,1,41,X
51,F,0,석사,1,42,A
53,F,5,석사,0,41,B
54,M,2,고졸,1,49,D
64,M,1,석사,0,36,A
52,M,2,고졸,1,36,E
42,F,3,석사,0,34,X
31,F,0,고졸,0,23,A
27,F,0,석사,1,36,A
58,F,3,석사,1,47,A
38,F,3,고졸,0,25,B
49,F,1,석사,1,39,B
56,F,3,석사,1,36,B
36,M,1,석사,0,36,C
57,M,2,석사,1,42,D
53,F,1,고졸,1,41,A
51,F,1,석사,1,45,A
54,M,5,석사,1,47,D
40,F,3,석사,1,29,A
56,F,2,석사,1,36,X
46,F,4,고졸,0,28,A
51,F,2,박사,1,41,A
49,M,1,석사,0,36,E
47,F,2,석사,1,34,A
52,F,1,석사,1,42,A
44,F,3,고졸,0,31,A
49,F,4,학사,0,33,A
58,M,1,고졸,1,50,D
45,M,2,석사,0,32,A
43,F,5,석사,1,34,B
46,F,3,석사,0,39,A
50,M,3,고졸,1,36,D
44,F,3,학사,0,28,A
44,M,3,학사,1,36,B
42,M,3,학사,0,36,D
46,M,4,석사,0,33,D
32,F,1,고졸,1,22,X
53,M,3,석사,0,47,C
43,F,3,고졸,0,34,B
37,F,1,고졸,0,28,X
46,M,4,학사,0,36,E
56,M,2,석사,0,36,C
49,M,4,석사,1,36,C
37,F,3,학사,1,28,A
36,M,0,고졸,1,24,E
42,F,3,석사,1,33,A
39,M,0,박사,0,33,C
51,F,3,고졸,1,36,A
59,F,2,고졸,1,51,X
50,F,1,학사,1,37,X
47,F,3,석사,1,29,B
38,M,2,고졸,1,26,C
36,M,4,박사,1,17,C
48,M,2,석사,1,28,D
48,M,2,박사,0,41,E
42,F,3,석사,0,35,A
40,F,4,고졸,1,28,B
47,M,5,고졸,0,35,A
