Member_number,Date,itemDescription
4380,2015-11-03,berries
4380,2015-11-03,coffee
4380,2015-11-03,bottled beer
4380,2015-11-03,rice
4463,2015-11-03,pork
4463,2015-11-03,liver loaf
4463,2015-11-03,canned beer
4463,2015-11-03,whole milk
4519,2015-11-03,napkins
4519,2015-11-03,beef
4519,2015-11-03,brown bread
4829,2015-11-03,tropical fruit
4829,2015-11-03,yogurt
4829,2015-11-03,pip fruit
4829,2015-11-03,yogurt
4829,2015-11-03,yogurt
1195,2015-11-04,finished products
1195,2015-11-04,liquor
1509,2015-11-04,chicken
1509,2015-11-04,yogurt
1509,2015-11-04,UHT-milk
1509,2015-11-04,root vegetables
1509,2015-11-04,yogurt
1509,2015-11-04,hard cheese
1509,2015-11-04,semi-finished bread
1509,2015-11-04,frozen potato products
1604,2015-11-04,pip fruit
1604,2015-11-04,rum
2262,2015-11-04,soups
2262,2015-11-04,bottled water
2289,2015-11-04,bottled water
2289,2015-11-04,tropical fruit
2690,2015-11-04,cream cheese
2690,2015-11-04,sugar
2691,2015-11-04,bags
2691,2015-11-04,other vegetables
2865,2015-11-04,pot plants
2865,2015-11-04,soda
2918,2015-11-04,grapes
2918,2015-11-04,bottled water
2918,2015-11-04,napkins
2946,2015-11-04,chicken
2946,2015-11-04,hygiene articles
3014,2015-11-04,ham
3014,2015-11-04,root vegetables
3014,2015-11-04,margarine
3014,2015-11-04,whipped/sour cream
3090,2015-11-04,turkey
3090,2015-11-04,root vegetables
3090,2015-11-04,other vegetables
3090,2015-11-04,berries
3090,2015-11-04,salty snack
3167,2015-11-04,soda
3167,2015-11-04,hygiene articles
3196,2015-11-04,pip fruit
3196,2015-11-04,tropical fruit
3196,2015-11-04,shopping bags
3589,2015-11-04,whole milk
3589,2015-11-04,yogurt
3857,2015-11-04,other vegetables
3857,2015-11-04,whole milk
3857,2015-11-04,light bulbs
3857,2015-11-04,canned beer
3958,2015-11-04,soda
3958,2015-11-04,rolls/buns
4017,2015-11-04,bottled beer
4017,2015-11-04,butter
4025,2015-11-04,pip fruit
4025,2015-11-04,yogurt
4025,2015-11-04,citrus fruit
4025,2015-11-04,dental care
4025,2015-11-04,soda
4025,2015-11-04,shopping bags
4513,2015-11-04,frozen fruits
4513,2015-11-04,dishes
4564,2015-11-04,ice cream
4564,2015-11-04,curd
4577,2015-11-04,domestic eggs
4577,2015-11-04,root vegetables
4685,2015-11-04,yogurt
4685,2015-11-04,root vegetables
4793,2015-11-04,sausage
4793,2015-11-04,soda
4946,2015-11-04,soft cheese
4946,2015-11-04,yogurt
4946,2015-11-04,hard cheese
4946,2015-11-04,coffee
4946,2015-11-04,roll products
1883,2015-11-05,meat
1883,2015-11-05,whole milk
2416,2015-11-05,ice cream
2416,2015-11-05,long life bakery product
3061,2015-11-05,soda
3061,2015-11-05,domestic eggs
3255,2015-11-05,tropical fruit
3255,2015-11-05,frozen dessert
3255,2015-11-05,newspapers
3408,2015-11-05,bottled beer
3408,2015-11-05,bottled water
3408,2015-11-05,rolls/buns
3408,2015-11-05,root vegetables
3504,2015-11-05,frankfurter
3504,2015-11-05,other vegetables
3574,2015-11-05,canned beer
3574,2015-11-05,yogurt
4230,2015-11-05,pastry
4230,2015-11-05,grapes
4302,2015-11-05,other vegetables
4302,2015-11-05,frankfurter
4302,2015-11-05,rolls/buns
4302,2015-11-05,coffee
4302,2015-11-05,ice cream
4672,2015-11-05,frankfurter
4672,2015-11-05,UHT-milk
4672,2015-11-05,fruit/vegetable juice
4864,2015-11-05,whole milk
4864,2015-11-05,baking powder
1296,2015-11-06,pip fruit
1296,2015-11-06,root vegetables
1296,2015-11-06,root vegetables
1296,2015-11-06,beverages
1515,2015-11-06,bottled beer
1515,2015-11-06,candy
1612,2015-11-06,bottled water
1612,2015-11-06,frozen vegetables
2010,2015-11-06,soda
2010,2015-11-06,whole milk
2010,2015-11-06,soda
2010,2015-11-06,specialty bar
2010,2015-11-06,bottled water
2092,2015-11-06,newspapers
2092,2015-11-06,root vegetables
2092,2015-11-06,margarine
2114,2015-11-06,whole milk
2114,2015-11-06,whole milk
2513,2015-11-06,ice cream
2513,2015-11-06,rolls/buns
2513,2015-11-06,bottled beer
2513,2015-11-06,canned beer
2775,2015-11-06,pork
2775,2015-11-06,sausage
2775,2015-11-06,whole milk
2775,2015-11-06,frozen vegetables
3268,2015-11-06,canned beer
3268,2015-11-06,long life bakery product
3268,2015-11-06,rolls/buns
3744,2015-11-06,canned beer
3744,2015-11-06,misc. beverages
3744,2015-11-06,liqueur
3894,2015-11-06,finished products
3894,2015-11-06,other vegetables
3929,2015-11-06,pork
3929,2015-11-06,spread cheese
4038,2015-11-06,root vegetables
4038,2015-11-06,tropical fruit
4038,2015-11-06,bottled water
4038,2015-11-06,white bread
4038,2015-11-06,processed cheese
4038,2015-11-06,yogurt
4038,2015-11-06,beverages
4130,2015-11-06,rolls/buns
4130,2015-11-06,tropical fruit
4130,2015-11-06,root vegetables
4130,2015-11-06,condensed milk
4134,2015-11-06,meat
4134,2015-11-06,whole milk
4144,2015-11-06,root vegetables
4144,2015-11-06,waffles
4166,2015-11-06,citrus fruit
4166,2015-11-06,canned beer
4166,2015-11-06,rolls/buns
4166,2015-11-06,whole milk
4326,2015-11-06,packaged fruit/vegetables
4326,2015-11-06,liquor
4326,2015-11-06,shopping bags
4358,2015-11-06,beef
4358,2015-11-06,pasta
4486,2015-11-06,berries
4486,2015-11-06,rolls/buns
4877,2015-11-06,whole milk
4877,2015-11-06,ham
4877,2015-11-06,other vegetables
4877,2015-11-06,rum
4877,2015-11-06,canned beer
1021,2015-11-07,rolls/buns
1021,2015-11-07,baking powder
1278,2015-11-07,meat
1278,2015-11-07,root vegetables
1315,2015-11-07,ham
1315,2015-11-07,chocolate
1431,2015-11-07,citrus fruit
1431,2015-11-07,bottled water
1431,2015-11-07,specialty bar
1533,2015-11-07,citrus fruit
1533,2015-11-07,other vegetables
2083,2015-11-07,tropical fruit
2083,2015-11-07,grapes
2083,2015-11-07,ice cream
2083,2015-11-07,sweet spreads
2117,2015-11-07,frankfurter
2117,2015-11-07,pastry
2117,2015-11-07,salt
2536,2015-11-07,whole milk
2536,2015-11-07,pastry
2676,2015-11-07,margarine
2676,2015-11-07,bottled water
2762,2015-11-07,decalcifier
2762,2015-11-07,whole milk
2818,2015-11-07,tropical fruit
2818,2015-11-07,root vegetables
2940,2015-11-07,yogurt
2940,2015-11-07,whole milk
3220,2015-11-07,rolls/buns
3220,2015-11-07,rolls/buns
3325,2015-11-07,ham
3325,2015-11-07,root vegetables
3325,2015-11-07,newspapers
3325,2015-11-07,other vegetables
3393,2015-11-07,white bread
3393,2015-11-07,pastry
3393,2015-11-07,whole milk
3393,2015-11-07,newspapers
3663,2015-11-07,tropical fruit
3663,2015-11-07,frozen fish
4129,2015-11-07,citrus fruit
4129,2015-11-07,margarine
4196,2015-11-07,brown bread
4196,2015-11-07,whipped/sour cream
4555,2015-11-07,citrus fruit
4555,2015-11-07,whole milk
4555,2015-11-07,yogurt
4555,2015-11-07,canned beer
4609,2015-11-07,whole milk
4609,2015-11-07,herbs
1289,2015-11-08,other vegetables
1289,2015-11-08,salty snack
1289,2015-11-08,brown bread
1289,2015-11-08,canned beer
1410,2015-11-08,UHT-milk
1410,2015-11-08,soda
1410,2015-11-08,salty snack
1661,2015-11-08,pip fruit
1661,2015-11-08,white wine
1661,2015-11-08,shopping bags
1866,2015-11-08,pet care
1866,2015-11-08,pip fruit
1866,2015-11-08,candy
2055,2015-11-08,other vegetables
2055,2015-11-08,sugar
2063,2015-11-08,frankfurter
2063,2015-11-08,sliced cheese
2063,2015-11-08,sugar
2534,2015-11-08,pork
2534,2015-11-08,specialty cheese
2643,2015-11-08,hygiene articles
2643,2015-11-08,dessert
2648,2015-11-08,beef
2648,2015-11-08,pork
2648,2015-11-08,margarine
2648,2015-11-08,fruit/vegetable juice
2648,2015-11-08,margarine
2855,2015-11-08,sausage
2855,2015-11-08,soda
2926,2015-11-08,soda
2926,2015-11-08,whole milk
2926,2015-11-08,oil
3035,2015-11-08,sausage
3035,2015-11-08,pastry
3035,2015-11-08,whole milk
3161,2015-11-08,fruit/vegetable juice
3161,2015-11-08,other vegetables
3352,2015-11-08,soda
3352,2015-11-08,misc. beverages
3486,2015-11-08,canned beer
3486,2015-11-08,citrus fruit
3766,2015-11-08,pork
3766,2015-11-08,shopping bags
4319,2015-11-08,sausage
4319,2015-11-08,fruit/vegetable juice
4319,2015-11-08,bottled water
4398,2015-11-08,oil
4398,2015-11-08,soda
4512,2015-11-08,other vegetables
4512,2015-11-08,newspapers
4588,2015-11-08,butter
4588,2015-11-08,coffee
4588,2015-11-08,pastry
4588,2015-11-08,bottled beer
4702,2015-11-08,pot plants
4702,2015-11-08,grapes
4702,2015-11-08,brown bread
4702,2015-11-08,other vegetables
4702,2015-11-08,kitchen towels
4753,2015-11-08,other vegetables
4753,2015-11-08,finished products
4753,2015-11-08,beef
4753,2015-11-08,whole milk
4753,2015-11-08,chocolate
4753,2015-11-08,sugar
1056,2015-11-09,whipped/sour cream
1056,2015-11-09,meat spreads
1088,2015-11-09,whole milk
1088,2015-11-09,hard cheese
1199,2015-11-09,beverages
1199,2015-11-09,sausage
1326,2015-11-09,ice cream
1326,2015-11-09,beef
1326,2015-11-09,yogurt
1326,2015-11-09,canned beer
1465,2015-11-09,canned beer
1465,2015-11-09,curd
1499,2015-11-09,cat food
1499,2015-11-09,soda
1515,2015-11-09,hamburger meat
1515,2015-11-09,soda
1515,2015-11-09,hard cheese
1654,2015-11-09,frozen dessert
1654,2015-11-09,beef
1654,2015-11-09,citrus fruit
1654,2015-11-09,root vegetables
1717,2015-11-09,chicken
1717,2015-11-09,rolls/buns
1717,2015-11-09,other vegetables
1717,2015-11-09,margarine
1855,2015-11-09,ham
1855,2015-11-09,hamburger meat
1855,2015-11-09,whole milk
1855,2015-11-09,margarine
1887,2015-11-09,soda
1887,2015-11-09,sausage
1887,2015-11-09,yogurt
1887,2015-11-09,root vegetables
2738,2015-11-09,frankfurter
2738,2015-11-09,beef
2738,2015-11-09,red/blush wine
2738,2015-11-09,whole milk
2738,2015-11-09,frozen dessert
2899,2015-11-09,sausage
2899,2015-11-09,fruit/vegetable juice
2899,2015-11-09,pot plants
2992,2015-11-09,pip fruit
2992,2015-11-09,pet care
2992,2015-11-09,bottled water
3251,2015-11-09,salt
3251,2015-11-09,yogurt
3251,2015-11-09,rolls/buns
3251,2015-11-09,whole milk
3354,2015-11-09,yogurt
3354,2015-11-09,hygiene articles
3520,2015-11-09,detergent
3520,2015-11-09,newspapers
3520,2015-11-09,other vegetables
3520,2015-11-09,ketchup
3523,2015-11-09,root vegetables
3523,2015-11-09,other vegetables
3653,2015-11-09,frankfurter
3653,2015-11-09,red/blush wine
3746,2015-11-09,chicken
3746,2015-11-09,tropical fruit
3746,2015-11-09,whipped/sour cream
4398,2015-11-09,other vegetables
4398,2015-11-09,salt
4441,2015-11-09,citrus fruit
4441,2015-11-09,bottled beer
4441,2015-11-09,rolls/buns
4441,2015-11-09,hygiene articles
4441,2015-11-09,softener
4486,2015-11-09,citrus fruit
4486,2015-11-09,ham
4486,2015-11-09,canned beer
4486,2015-11-09,frozen vegetables
4486,2015-11-09,tropical fruit
4486,2015-11-09,other vegetables
4486,2015-11-09,yogurt
4486,2015-11-09,whole milk
4486,2015-11-09,onions
4550,2015-11-09,root vegetables
4550,2015-11-09,newspapers
4773,2015-11-09,tropical fruit
4773,2015-11-09,whipped/sour cream
4779,2015-11-09,sausage
4779,2015-11-09,chewing gum
1051,2015-11-10,fish
1051,2015-11-10,tropical fruit
1051,2015-11-10,red/blush wine
1051,2015-11-10,cream cheese
1058,2015-11-10,root vegetables
1058,2015-11-10,other vegetables
1608,2015-11-10,tropical fruit
1608,2015-11-10,frozen vegetables
1608,2015-11-10,whole milk
1608,2015-11-10,snack products
1688,2015-11-10,finished products
1688,2015-11-10,root vegetables
2191,2015-11-10,specialty cheese
2191,2015-11-10,misc. beverages
2299,2015-11-10,turkey
2299,2015-11-10,newspapers
2454,2015-11-10,frankfurter
2454,2015-11-10,sausage
2454,2015-11-10,whole milk
2454,2015-11-10,domestic eggs
2454,2015-11-10,fruit/vegetable juice
2475,2015-11-10,beverages
2475,2015-11-10,domestic eggs
2475,2015-11-10,soda
2475,2015-11-10,butter milk
2492,2015-11-10,root vegetables
2492,2015-11-10,whole milk
2535,2015-11-10,frankfurter
2535,2015-11-10,whole milk
2535,2015-11-10,other vegetables
2535,2015-11-10,root vegetables
2730,2015-11-10,beef
2730,2015-11-10,root vegetables
2730,2015-11-10,frozen potato products
2730,2015-11-10,butter
2730,2015-11-10,newspapers
2838,2015-11-10,rolls/buns
2838,2015-11-10,bottled water
2838,2015-11-10,vinegar
3048,2015-11-10,sausage
3048,2015-11-10,white bread
3507,2015-11-10,whole milk
3507,2015-11-10,pip fruit
3507,2015-11-10,frozen vegetables
3507,2015-11-10,soda
3694,2015-11-10,chicken
3694,2015-11-10,other vegetables
3716,2015-11-10,tropical fruit
3716,2015-11-10,cake bar
3764,2015-11-10,ice cream
3764,2015-11-10,dog food
3779,2015-11-10,ham
3779,2015-11-10,white bread
3779,2015-11-10,long life bakery product
3942,2015-11-10,other vegetables
3942,2015-11-10,rolls/buns
4334,2015-11-10,berries
4334,2015-11-10,fruit/vegetable juice
4474,2015-11-10,pastry
4474,2015-11-10,brown bread
4679,2015-11-10,chicken
4679,2015-11-10,waffles
4679,2015-11-10,pip fruit
4679,2015-11-10,tropical fruit
4679,2015-11-10,pastry
4679,2015-11-10,bottled water
4679,2015-11-10,shopping bags
4679,2015-11-10,bottled water
1604,2015-11-11,tropical fruit
1604,2015-11-11,fruit/vegetable juice
1606,2015-11-11,frankfurter
1606,2015-11-11,other vegetables
1663,2015-11-11,tropical fruit
1663,2015-11-11,tropical fruit
1819,2015-11-11,pastry
1819,2015-11-11,chicken
1819,2015-11-11,packaged fruit/vegetables
1819,2015-11-11,tropical fruit
1819,2015-11-11,packaged fruit/vegetables
1819,2015-11-11,pasta
1819,2015-11-11,photo/film
1819,2015-11-11,sugar
1823,2015-11-11,frankfurter
1823,2015-11-11,pastry
1823,2015-11-11,hygiene articles
1921,2015-11-11,turkey
1921,2015-11-11,whipped/sour cream
1950,2015-11-11,other vegetables
1950,2015-11-11,whole milk
2267,2015-11-11,semi-finished bread
2267,2015-11-11,brown bread
2368,2015-11-11,whole milk
2368,2015-11-11,other vegetables
2368,2015-11-11,red/blush wine
2368,2015-11-11,coffee
2368,2015-11-11,other vegetables
2368,2015-11-11,bottled water
2368,2015-11-11,bottled water
2368,2015-11-11,sugar
2422,2015-11-11,citrus fruit
2422,2015-11-11,misc. beverages
2422,2015-11-11,misc. beverages
2548,2015-11-11,whole milk
2548,2015-11-11,pork
2555,2015-11-11,bottled beer
2555,2015-11-11,processed cheese
2598,2015-11-11,pastry
2598,2015-11-11,brandy
2598,2015-11-11,soda
2646,2015-11-11,rolls/buns
2646,2015-11-11,root vegetables
2646,2015-11-11,specialty chocolate
2818,2015-11-11,bottled water
2818,2015-11-11,photo/film
3014,2015-11-11,curd cheese
3014,2015-11-11,sausage
3014,2015-11-11,bottled water
3014,2015-11-11,napkins
3380,2015-11-11,coffee
3380,2015-11-11,turkey
3380,2015-11-11,margarine
3380,2015-11-11,hard cheese
3534,2015-11-11,sausage
3534,2015-11-11,pastry
4158,2015-11-11,root vegetables
4158,2015-11-11,domestic eggs
4180,2015-11-11,root vegetables
4180,2015-11-11,whole milk
1098,2015-11-12,grapes
1098,2015-11-12,other vegetables
1123,2015-11-12,pork
1123,2015-11-12,soda
1123,2015-11-12,canned vegetables
1170,2015-11-12,whole milk
1170,2015-11-12,turkey
1170,2015-11-12,pork
1170,2015-11-12,dog food
1170,2015-11-12,rolls/buns
1170,2015-11-12,soda
1170,2015-11-12,bottled water
1170,2015-11-12,bottled water
1193,2015-11-12,citrus fruit
1193,2015-11-12,root vegetables
1226,2015-11-12,beef
1226,2015-11-12,citrus fruit
1226,2015-11-12,specialty bar
1226,2015-11-12,white bread
1226,2015-11-12,soda
1226,2015-11-12,vinegar
1226,2015-11-12,long life bakery product
1226,2015-11-12,domestic eggs
1430,2015-11-12,rolls/buns
1430,2015-11-12,yogurt
1513,2015-11-12,sausage
1513,2015-11-12,bottled beer
2147,2015-11-12,brown bread
2147,2015-11-12,waffles
2639,2015-11-12,pip fruit
2639,2015-11-12,citrus fruit
2639,2015-11-12,curd
2867,2015-11-12,whole milk
2867,2015-11-12,bottled water
2867,2015-11-12,chicken
2867,2015-11-12,citrus fruit
2867,2015-11-12,canned vegetables
3323,2015-11-12,shopping bags
3323,2015-11-12,sausage
3370,2015-11-12,root vegetables
3370,2015-11-12,sugar
3728,2015-11-12,canned beer
3728,2015-11-12,frozen potato products
3968,2015-11-12,dessert
3968,2015-11-12,newspapers
3968,2015-11-12,white bread
4063,2015-11-12,sausage
4063,2015-11-12,sausage
4063,2015-11-12,pastry
4063,2015-11-12,bottled water
4127,2015-11-12,bottled beer
4127,2015-11-12,herbs
4127,2015-11-12,curd
4141,2015-11-12,frankfurter
4141,2015-11-12,pot plants
4141,2015-11-12,brown bread
4686,2015-11-12,chocolate
4686,2015-11-12,citrus fruit
4686,2015-11-12,yogurt
1065,2015-11-13,frankfurter
1065,2015-11-13,tropical fruit
1283,2015-11-13,UHT-milk
1283,2015-11-13,frozen vegetables
1608,2015-11-13,root vegetables
1608,2015-11-13,citrus fruit
1743,2015-11-13,pip fruit
1743,2015-11-13,frozen meals
1743,2015-11-13,white bread
1743,2015-11-13,brown bread
1743,2015-11-13,fruit/vegetable juice
1743,2015-11-13,pastry
1844,2015-11-13,frankfurter
1844,2015-11-13,salty snack
1916,2015-11-13,curd
1916,2015-11-13,yogurt
1916,2015-11-13,domestic eggs
2057,2015-11-13,citrus fruit
2057,2015-11-13,soda
2057,2015-11-13,shopping bags
2326,2015-11-13,pork
2326,2015-11-13,whipped/sour cream
2389,2015-11-13,packaged fruit/vegetables
2389,2015-11-13,rolls/buns
2784,2015-11-13,tropical fruit
2784,2015-11-13,margarine
3812,2015-11-13,rolls/buns
3812,2015-11-13,meat
3812,2015-11-13,whole milk
3812,2015-11-13,domestic eggs
3812,2015-11-13,white bread
3812,2015-11-13,domestic eggs
4034,2015-11-13,whole milk
4034,2015-11-13,rolls/buns
4178,2015-11-13,tropical fruit
4178,2015-11-13,pastry
4178,2015-11-13,salty snack
4288,2015-11-13,canned beer
4288,2015-11-13,whipped/sour cream
4288,2015-11-13,pastry
4382,2015-11-13,beef
4382,2015-11-13,hamburger meat
4582,2015-11-13,fruit/vegetable juice
4582,2015-11-13,other vegetables
4831,2015-11-13,whole milk
4831,2015-11-13,beef
4831,2015-11-13,tropical fruit
4831,2015-11-13,tropical fruit
4831,2015-11-13,whole milk
4831,2015-11-13,domestic eggs
4831,2015-11-13,coffee
4831,2015-11-13,other vegetables
4836,2015-11-13,sausage
4836,2015-11-13,zwieback
4836,2015-11-13,sliced cheese
4836,2015-11-13,other vegetables
4836,2015-11-13,bottled beer
4836,2015-11-13,soda
4968,2015-11-13,bottled beer
4968,2015-11-13,herbs
1207,2015-11-14,frankfurter
1207,2015-11-14,whole milk
1678,2015-11-14,citrus fruit
1678,2015-11-14,canned beer
2019,2015-11-14,whipped/sour cream
2019,2015-11-14,other vegetables
2051,2015-11-14,canned beer
2051,2015-11-14,beef
2051,2015-11-14,whole milk
2051,2015-11-14,coffee
2582,2015-11-14,meat
2582,2015-11-14,processed cheese
2582,2015-11-14,root vegetables
2582,2015-11-14,cat food
3001,2015-11-14,sausage
3001,2015-11-14,bottled water
3120,2015-11-14,liver loaf
3120,2015-11-14,other vegetables
3202,2015-11-14,pip fruit
3202,2015-11-14,butter
3202,2015-11-14,soda
3235,2015-11-14,pork
3235,2015-11-14,long life bakery product
3360,2015-11-14,whole milk
3360,2015-11-14,beef
3360,2015-11-14,whipped/sour cream
3360,2015-11-14,whole milk
3360,2015-11-14,curd cheese
3390,2015-11-14,soda
3390,2015-11-14,berries
3442,2015-11-14,rolls/buns
3442,2015-11-14,pip fruit
3468,2015-11-14,liver loaf
3468,2015-11-14,canned beer
3468,2015-11-14,tropical fruit
3468,2015-11-14,canned vegetables
4078,2015-11-14,pork
4078,2015-11-14,beef
4078,2015-11-14,canned beer
4078,2015-11-14,newspapers
4078,2015-11-14,fruit/vegetable juice
4097,2015-11-14,bottled water
4097,2015-11-14,other vegetables
4097,2015-11-14,vinegar
4232,2015-11-14,pork
4232,2015-11-14,liquor
4322,2015-11-14,domestic eggs
4322,2015-11-14,yogurt
4322,2015-11-14,canned beer
4864,2015-11-14,pip fruit
4864,2015-11-14,soda
1110,2015-11-15,pastry
1110,2015-11-15,baking powder
1110,2015-11-15,butter
1110,2015-11-15,margarine
1110,2015-11-15,curd
1110,2015-11-15,dishes
1178,2015-11-15,bottled water
1178,2015-11-15,chocolate
1178,2015-11-15,jam
1508,2015-11-15,sausage
1508,2015-11-15,canned beer
1764,2015-11-15,canned beer
1764,2015-11-15,soda
1930,2015-11-15,tropical fruit
1930,2015-11-15,candy
1930,2015-11-15,fruit/vegetable juice
2437,2015-11-15,ice cream
2437,2015-11-15,napkins
2443,2015-11-15,sausage
2443,2015-11-15,soda
2539,2015-11-15,citrus fruit
2539,2015-11-15,tropical fruit
2700,2015-11-15,bottled beer
2700,2015-11-15,canned fish
2700,2015-11-15,yogurt
2848,2015-11-15,chicken
2848,2015-11-15,pasta
3022,2015-11-15,butter
3022,2015-11-15,canned fish
3022,2015-11-15,cream cheese
3416,2015-11-15,frozen meals
3416,2015-11-15,canned vegetables
3416,2015-11-15,other vegetables
3416,2015-11-15,turkey
3462,2015-11-15,citrus fruit
3462,2015-11-15,tropical fruit
3462,2015-11-15,butter
3462,2015-11-15,ham
3511,2015-11-15,organic sausage
3511,2015-11-15,other vegetables
3999,2015-11-15,dessert
3999,2015-11-15,domestic eggs
4014,2015-11-15,soda
4014,2015-11-15,citrus fruit
4107,2015-11-15,tropical fruit
4107,2015-11-15,sausage
4107,2015-11-15,dog food
4107,2015-11-15,sweet spreads
4367,2015-11-15,sugar
4367,2015-11-15,whole milk
4367,2015-11-15,fruit/vegetable juice
4742,2015-11-15,beverages
4742,2015-11-15,citrus fruit
4742,2015-11-15,tropical fruit
4742,2015-11-15,ready soups
4742,2015-11-15,canned fish
4742,2015-11-15,soda
4825,2015-11-15,butter milk
4825,2015-11-15,UHT-milk
4871,2015-11-15,turkey
4871,2015-11-15,cream cheese
1181,2015-11-16,sausage
1181,2015-11-16,root vegetables
1412,2015-11-16,soda
1412,2015-11-16,frankfurter
1412,2015-11-16,cream cheese
1412,2015-11-16,butter
1450,2015-11-16,bags
1450,2015-11-16,yogurt
1450,2015-11-16,soda
1916,2015-11-16,pip fruit
1916,2015-11-16,fruit/vegetable juice
2525,2015-11-16,chicken
2525,2015-11-16,other vegetables
2548,2015-11-16,fruit/vegetable juice
2548,2015-11-16,butter
2548,2015-11-16,brown bread
2548,2015-11-16,dental care
2705,2015-11-16,meat
2705,2015-11-16,hamburger meat
2813,2015-11-16,pip fruit
2813,2015-11-16,yogurt
2961,2015-11-16,frankfurter
2961,2015-11-16,chocolate
2961,2015-11-16,mayonnaise
2961,2015-11-16,oil
2977,2015-11-16,chicken
2977,2015-11-16,other vegetables
2977,2015-11-16,pastry
2977,2015-11-16,onions
3107,2015-11-16,napkins
3107,2015-11-16,frozen vegetables
3141,2015-11-16,onions
3141,2015-11-16,other vegetables
3145,2015-11-16,other vegetables
3145,2015-11-16,cake bar
3693,2015-11-16,whole milk
3693,2015-11-16,root vegetables
3999,2015-11-16,frozen meals
3999,2015-11-16,rolls/buns
4260,2015-11-16,chicken
4260,2015-11-16,whole milk
4260,2015-11-16,margarine
4260,2015-11-16,soda
4431,2015-11-16,beverages
4431,2015-11-16,pastry
4629,2015-11-16,citrus fruit
4629,2015-11-16,candy
1086,2015-11-17,other vegetables
1086,2015-11-17,beef
1086,2015-11-17,soda
1086,2015-11-17,curd
1086,2015-11-17,butter
1264,2015-11-17,bottled water
1264,2015-11-17,pastry
1697,2015-11-17,dish cleaner
1697,2015-11-17,soda
1832,2015-11-17,sausage
1832,2015-11-17,pastry
1832,2015-11-17,mayonnaise
1924,2015-11-17,root vegetables
1924,2015-11-17,rolls/buns
1924,2015-11-17,UHT-milk
1924,2015-11-17,packaged fruit/vegetables
2042,2015-11-17,yogurt
2042,2015-11-17,root vegetables
2216,2015-11-17,tropical fruit
2216,2015-11-17,other vegetables
2506,2015-11-17,soda
2506,2015-11-17,other vegetables
2580,2015-11-17,other vegetables
2580,2015-11-17,other vegetables
2580,2015-11-17,newspapers
2580,2015-11-17,pip fruit
3319,2015-11-17,bottled beer
3319,2015-11-17,salty snack
3319,2015-11-17,napkins
3512,2015-11-17,cat food
3512,2015-11-17,rolls/buns
4018,2015-11-17,yogurt
4018,2015-11-17,yogurt
4142,2015-11-17,other vegetables
4142,2015-11-17,beverages
4385,2015-11-17,frankfurter
4385,2015-11-17,margarine
4607,2015-11-17,white wine
4607,2015-11-17,soda
4662,2015-11-17,rolls/buns
4662,2015-11-17,rolls/buns
1282,2015-11-18,misc. beverages
1282,2015-11-18,yogurt
1340,2015-11-18,whipped/sour cream
1340,2015-11-18,brown bread
1940,2015-11-18,beef
1940,2015-11-18,chocolate
2115,2015-11-18,hamburger meat
2115,2015-11-18,soda
2115,2015-11-18,cling film/bags
2410,2015-11-18,citrus fruit
2410,2015-11-18,hard cheese
2410,2015-11-18,butter
2410,2015-11-18,soft cheese
2545,2015-11-18,citrus fruit
2545,2015-11-18,frozen dessert
2625,2015-11-18,other vegetables
2625,2015-11-18,specialty bar
2625,2015-11-18,long life bakery product
2704,2015-11-18,frankfurter
2704,2015-11-18,red/blush wine
2704,2015-11-18,rolls/buns
3046,2015-11-18,whole milk
3046,2015-11-18,hamburger meat
3046,2015-11-18,pip fruit
3046,2015-11-18,curd
3046,2015-11-18,margarine
3046,2015-11-18,instant coffee
3046,2015-11-18,misc. beverages
3455,2015-11-18,pastry
3455,2015-11-18,soft cheese
3489,2015-11-18,berries
3489,2015-11-18,other vegetables
3495,2015-11-18,white wine
3495,2015-11-18,sliced cheese
3495,2015-11-18,whole milk
3495,2015-11-18,oil
3495,2015-11-18,rolls/buns
3848,2015-11-18,tropical fruit
3848,2015-11-18,shopping bags
3848,2015-11-18,hard cheese
3862,2015-11-18,sliced cheese
3862,2015-11-18,newspapers
3862,2015-11-18,dog food
3862,2015-11-18,fruit/vegetable juice
3862,2015-11-18,rolls/buns
3862,2015-11-18,butter
3862,2015-11-18,hygiene articles
3862,2015-11-18,yogurt
3886,2015-11-18,frankfurter
3886,2015-11-18,whole milk
3986,2015-11-18,yogurt
3986,2015-11-18,citrus fruit
4598,2015-11-18,cream cheese
4598,2015-11-18,whole milk
4598,2015-11-18,root vegetables
4598,2015-11-18,frankfurter
4598,2015-11-18,other vegetables
4598,2015-11-18,whole milk
4598,2015-11-18,dish cleaner
4598,2015-11-18,mustard
4598,2015-11-18,hygiene articles
4694,2015-11-18,hamburger meat
4694,2015-11-18,oil
4947,2015-11-18,citrus fruit
4947,2015-11-18,chicken
1012,2015-11-19,tropical fruit
1012,2015-11-19,root vegetables
1012,2015-11-19,rolls/buns
1012,2015-11-19,onions
1012,2015-11-19,shopping bags
1075,2015-11-19,frankfurter
1075,2015-11-19,citrus fruit
1075,2015-11-19,bottled water
1075,2015-11-19,fruit/vegetable juice
1125,2015-11-19,popcorn
1125,2015-11-19,citrus fruit
1230,2015-11-19,frankfurter
1230,2015-11-19,pastry
1230,2015-11-19,misc. beverages
1385,2015-11-19,pip fruit
1385,2015-11-19,turkey
