satisfaction,Gender,Age,Customer_Type,Class,Flight_Distance,Seat_comfort,Food_and_drink,Inflight_wifi_service,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
dissatisfied,Male,36.0,Loyal Customer,Eco,2459.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,17.0,22.0
satisfied,Female,67.0,Loyal Customer,Eco,383.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,8.0,0.0
satisfied,Female,42.0,Loyal Customer,Eco Plus,2616.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40.0,60.0
dissatisfied,Male,23.0,Loyal Customer,Eco,2823.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,0.0,0.0
dissatisfied,Male,50.0,Loyal Customer,Eco,1292.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,4.0,0.0,0.0
dissatisfied,Male,52.0,Loyal Customer,Eco,2177.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,0.0,0.0
dissatisfied,Male,15.0,Loyal Customer,Eco,1171.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,10.0,Loyal Customer,Business,1134.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,5.0,0.0,19.0
satisfied,Female,29.0,Loyal Customer,Eco,2363.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0
satisfied,Female,47.0,Loyal Customer,Eco Plus,710.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,17.0,18.0
satisfied,Female,63.0,Loyal Customer,Eco,334.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0
satisfied,Female,9.0,Loyal Customer,Eco,1465.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,4.0
satisfied,Female,59.0,Loyal Customer,Eco,766.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,14.0,26.0
dissatisfied,Male,62.0,Loyal Customer,Business,300.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Male,9.0,Loyal Customer,Eco,1374.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,0.0,0.0
dissatisfied,Male,49.0,Loyal Customer,Eco,1740.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0
satisfied,Female,67.0,Loyal Customer,Business,981.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,13.0,18.0
dissatisfied,Male,64.0,Loyal Customer,Eco,2363.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,14.0,Loyal Customer,Eco,2875.0,0.0,0.0,3.0,0.0,5.0,4.0,5.0,4.0,11.0,4.0
dissatisfied,Male,55.0,Loyal Customer,Eco,1796.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,0.0,0.0
dissatisfied,Male,50.0,Loyal Customer,Eco,1417.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,8.0,4.0
dissatisfied,Male,11.0,Loyal Customer,Eco,1330.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,8.0
satisfied,Female,69.0,Loyal Customer,Eco,472.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,30.0,Loyal Customer,Eco,2295.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,14.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,2871.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,0.0
dissatisfied,Female,48.0,Loyal Customer,Business,2776.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,306.0,299.0
satisfied,Female,62.0,Loyal Customer,Eco,863.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,62.0,Loyal Customer,Eco,583.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,21.0,1.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1767.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0
dissatisfied,Male,68.0,Loyal Customer,Eco,2282.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0
satisfied,Female,8.0,Loyal Customer,Eco,2225.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,9.0,Loyal Customer,Eco,2734.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0
satisfied,Female,64.0,Loyal Customer,Eco,249.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0
satisfied,Female,61.0,Loyal Customer,Eco,1416.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0
satisfied,Female,48.0,Loyal Customer,Eco,1122.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0
dissatisfied,Male,31.0,Loyal Customer,Eco,1548.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,4.0,35.0,16.0
dissatisfied,Male,45.0,Loyal Customer,Eco,2170.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,42.0,79.0
satisfied,Female,64.0,Loyal Customer,Eco,65.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0
dissatisfied,Female,68.0,Loyal Customer,Eco,1101.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,11.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,525.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,8.0,29.0
satisfied,Female,31.0,Loyal Customer,Eco,2960.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,90.0,73.0
satisfied,Female,69.0,Loyal Customer,Eco Plus,445.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,1557.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,800.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,24.0,19.0
satisfied,Female,65.0,Loyal Customer,Eco,423.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0
dissatisfied,Male,24.0,Loyal Customer,Eco,2152.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,0.0,3.0
satisfied,Female,30.0,Loyal Customer,Eco,1669.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
dissatisfied,Male,66.0,Loyal Customer,Eco,1771.0,1.0,1.0,3.0,1.0,4.0,2.0,5.0,4.0,8.0,9.0
satisfied,Female,28.0,Loyal Customer,Eco,1741.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,898.0,3.0,3.0,4.0,4.0,1.0,2.0,5.0,1.0,35.0,27.0
satisfied,Female,14.0,Loyal Customer,Eco,1986.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,2736.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,26.0,38.0
satisfied,Female,61.0,Loyal Customer,Eco,1774.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,0.0,0.0
dissatisfied,Male,9.0,Loyal Customer,Eco,3095.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,46.0,37.0
satisfied,Female,35.0,Loyal Customer,Eco,3700.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,19.0
satisfied,Female,18.0,Loyal Customer,Eco,2140.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,32.0,43.0
dissatisfied,Male,64.0,Loyal Customer,Eco,1430.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0
dissatisfied,Male,41.0,Loyal Customer,Eco,1588.0,4.0,0.0,5.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0
dissatisfied,Male,68.0,Loyal Customer,Eco,2086.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,10.0
dissatisfied,Female,51.0,Loyal Customer,Business,691.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,0.0,0.0
satisfied,Female,17.0,Loyal Customer,Eco,1999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,12.0
dissatisfied,Female,59.0,Loyal Customer,Eco,305.0,3.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0
dissatisfied,Female,49.0,Loyal Customer,Eco,355.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,0.0,6.0
satisfied,Female,12.0,Loyal Customer,Eco,1348.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,10.0,24.0
dissatisfied,Male,25.0,Loyal Customer,Eco,2052.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,113.0,107.0
dissatisfied,Female,57.0,Loyal Customer,Eco,549.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco,1849.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
dissatisfied,Male,61.0,Loyal Customer,Eco,1372.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,0.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Eco,1945.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0
satisfied,Female,36.0,Loyal Customer,Eco,1447.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,23.0
dissatisfied,Male,53.0,Loyal Customer,Eco,2375.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,0.0,8.0
dissatisfied,Male,44.0,Loyal Customer,Eco Plus,2601.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0
satisfied,Female,31.0,Loyal Customer,Eco,2231.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,88.0,66.0
dissatisfied,Male,44.0,Loyal Customer,Eco,1908.0,4.0,0.0,2.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0
satisfied,Female,25.0,Loyal Customer,Eco,1172.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,27.0,31.0
dissatisfied,Male,47.0,Loyal Customer,Eco,2483.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0
dissatisfied,Male,28.0,Loyal Customer,Eco,3380.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0
satisfied,Female,12.0,Loyal Customer,Eco,1493.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,57.0,46.0
dissatisfied,Female,16.0,Loyal Customer,Eco,2426.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0
dissatisfied,Male,48.0,Loyal Customer,Eco,1551.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,0.0,0.0
satisfied,Female,18.0,Loyal Customer,Eco,2609.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Female,63.0,Loyal Customer,Eco,372.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,9.0,8.0
satisfied,Female,16.0,Loyal Customer,Eco Plus,2042.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Male,27.0,Loyal Customer,Eco Plus,3753.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,0.0,0.0
satisfied,Female,60.0,Loyal Customer,Eco,402.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0
satisfied,Female,21.0,Loyal Customer,Business,1392.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Female,28.0,Loyal Customer,Eco,1658.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,14.0,11.0
dissatisfied,Female,13.0,disloyal Customer,Eco,3085.0,1.0,1.0,4.0,1.0,5.0,2.0,3.0,5.0,0.0,0.0
satisfied,Female,70.0,Loyal Customer,Eco,355.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,4.0,2.0,0.0
satisfied,Female,13.0,Loyal Customer,Eco,1976.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,4.0,0.0,4.0
satisfied,Female,18.0,Loyal Customer,Eco Plus,2879.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Male,63.0,Loyal Customer,Eco,1657.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,8.0,5.0
satisfied,Female,28.0,Loyal Customer,Eco,3334.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,1.0,0.0,0.0
dissatisfied,Male,57.0,Loyal Customer,Eco,1814.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,0.0,8.0
dissatisfied,Male,48.0,Loyal Customer,Eco,3980.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0
dissatisfied,Male,59.0,Loyal Customer,Eco,3098.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,51.0,Loyal Customer,Eco Plus,3162.0,1.0,0.0,5.0,0.0,4.0,2.0,3.0,5.0,11.0,0.0
satisfied,Female,46.0,Loyal Customer,Eco,614.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0
dissatisfied,Male,56.0,Loyal Customer,Eco,1713.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,0.0,0.0
satisfied,Female,32.0,Loyal Customer,Eco,2043.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,31.0,50.0
satisfied,Female,26.0,Loyal Customer,Eco,3008.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,4.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,1763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0
dissatisfied,Male,11.0,Loyal Customer,Eco Plus,2469.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0
satisfied,Female,22.0,Loyal Customer,Eco,2147.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,32.0
dissatisfied,Male,69.0,Loyal Customer,Eco,1342.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,9.0
satisfied,Female,25.0,Loyal Customer,Eco,2068.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0
dissatisfied,Male,21.0,Loyal Customer,Eco,2526.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,66.0,Loyal Customer,Eco Plus,1376.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0
satisfied,Female,13.0,Loyal Customer,Eco,2086.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,17.0,48.0
dissatisfied,Male,66.0,Loyal Customer,Eco,1947.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,54.0,24.0
dissatisfied,Female,24.0,Loyal Customer,Eco Plus,2762.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,16.0,11.0
dissatisfied,Male,58.0,Loyal Customer,Eco,2102.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0
dissatisfied,Male,33.0,Loyal Customer,Eco,2471.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0
dissatisfied,Male,7.0,Loyal Customer,Eco,2326.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,42.0,29.0
dissatisfied,Female,7.0,Loyal Customer,Business,1630.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,73.0,98.0
dissatisfied,Male,25.0,Loyal Customer,Eco,2303.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,1.0,40.0,42.0
satisfied,Female,53.0,Loyal Customer,Eco,635.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,32.0,19.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2174.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,0.0,0.0
dissatisfied,Male,31.0,Loyal Customer,Eco,2308.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,0.0,0.0
satisfied,Female,70.0,Loyal Customer,Business,341.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,81.0,93.0
dissatisfied,Male,30.0,Loyal Customer,Eco,1262.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,24.0,26.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2207.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,0.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,243.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,8.0,Loyal Customer,Eco,1619.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,0.0,11.0
dissatisfied,Male,61.0,Loyal Customer,Eco,1841.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,18.0,8.0
satisfied,Female,65.0,Loyal Customer,Eco,304.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,50.0,Loyal Customer,Eco,491.0,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,0.0,0.0
dissatisfied,Male,11.0,Loyal Customer,Eco,2044.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0
satisfied,Male,14.0,Loyal Customer,Eco,2183.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,0.0,0.0
satisfied,Female,58.0,Loyal Customer,Eco,243.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,24.0,Loyal Customer,Eco Plus,1842.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,0.0,0.0
dissatisfied,Male,38.0,Loyal Customer,Eco,2731.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,27.0,13.0
dissatisfied,Female,19.0,Loyal Customer,Eco,1891.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0
satisfied,Female,24.0,Loyal Customer,Eco,2013.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco,1890.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,102.0,112.0
dissatisfied,Male,21.0,Loyal Customer,Eco,3154.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,5.0,0.0,8.0
dissatisfied,Male,56.0,Loyal Customer,Eco,2074.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0
dissatisfied,Female,58.0,Loyal Customer,Eco,1648.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,6.0
dissatisfied,Male,51.0,Loyal Customer,Eco,1392.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,0.0,0.0
dissatisfied,Male,64.0,Loyal Customer,Eco Plus,1939.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,15.0,Loyal Customer,Eco Plus,2418.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0
satisfied,Female,47.0,Loyal Customer,Eco,305.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,65.0,Loyal Customer,Eco,1809.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,12.0
dissatisfied,Male,25.0,Loyal Customer,Eco Plus,2001.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,0.0
dissatisfied,Female,26.0,Loyal Customer,Eco,3614.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,16.0,0.0
satisfied,Female,55.0,Loyal Customer,Eco,527.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,0.0
satisfied,Female,47.0,Loyal Customer,Business,949.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,32.0,19.0
satisfied,Female,37.0,Loyal Customer,Eco,2166.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Business,617.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,12.0
dissatisfied,Male,42.0,Loyal Customer,Eco,3408.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,70.0,42.0
satisfied,Female,33.0,Loyal Customer,Eco,1644.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,10.0,Loyal Customer,Eco,2257.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,16.0,Loyal Customer,Eco Plus,720.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,35.0,Loyal Customer,Eco,1693.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,0.0,0.0
satisfied,Female,10.0,Loyal Customer,Eco,2057.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,30.0,21.0
satisfied,Female,28.0,Loyal Customer,Eco,1543.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Female,63.0,Loyal Customer,Eco,482.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,0.0,0.0
satisfied,Male,38.0,Loyal Customer,Eco,2568.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,31.0,29.0
satisfied,Male,52.0,Loyal Customer,Eco,1966.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0
satisfied,Female,52.0,Loyal Customer,Eco,672.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0
satisfied,Female,70.0,Loyal Customer,Eco,234.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,70.0,Loyal Customer,Eco,3029.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0
dissatisfied,Male,57.0,Loyal Customer,Eco,2155.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,3.0,13.0
dissatisfied,Male,60.0,Loyal Customer,Eco,2859.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,0.0,7.0
satisfied,Female,56.0,Loyal Customer,Eco,899.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,31.0,Loyal Customer,Eco,1758.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,62.0,39.0
dissatisfied,Male,41.0,Loyal Customer,Eco,1888.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,0.0,0.0
dissatisfied,Male,56.0,Loyal Customer,Eco,1578.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,5.0,0.0,8.0
satisfied,Female,20.0,Loyal Customer,Eco,2242.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,24.0,17.0
dissatisfied,Male,60.0,Loyal Customer,Eco Plus,1578.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,0.0,0.0
dissatisfied,Female,52.0,Loyal Customer,Eco Plus,635.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,0.0,20.0
satisfied,Female,14.0,Loyal Customer,Eco,1798.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1182.0,4.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,34.0,24.0
dissatisfied,Male,27.0,Loyal Customer,Eco,1858.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0
dissatisfied,Male,22.0,Loyal Customer,Eco,1946.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,0.0,0.0
satisfied,Female,28.0,Loyal Customer,Eco,3121.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Male,61.0,Loyal Customer,Eco,2740.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Female,52.0,Loyal Customer,Eco,874.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,0.0,11.0
dissatisfied,Male,33.0,Loyal Customer,Eco,1971.0,2.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,0.0,24.0
satisfied,Female,69.0,Loyal Customer,Eco,1237.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,69.0,72.0
satisfied,Male,22.0,Loyal Customer,Eco,1544.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,10.0,Loyal Customer,Eco,1816.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0
dissatisfied,Male,53.0,Loyal Customer,Eco,3985.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,9.0
satisfied,Female,8.0,Loyal Customer,Eco,4135.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,47.0,Loyal Customer,Eco Plus,482.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,45.0,Loyal Customer,Eco,2798.0,1.0,1.0,5.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0
dissatisfied,Male,66.0,Loyal Customer,Eco,1508.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,0.0,0.0
dissatisfied,Male,40.0,Loyal Customer,Eco Plus,2200.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,158.0,147.0
dissatisfied,Male,37.0,Loyal Customer,Eco,1687.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0
dissatisfied,Male,50.0,Loyal Customer,Eco Plus,2948.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,20.0,4.0
dissatisfied,Female,64.0,Loyal Customer,Eco,659.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0
dissatisfied,Male,57.0,Loyal Customer,Eco,3447.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0
satisfied,Female,23.0,Loyal Customer,Eco,1970.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,8.0
dissatisfied,Female,43.0,Loyal Customer,Eco,463.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0
satisfied,Female,47.0,Loyal Customer,Eco,460.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,9.0,0.0
satisfied,Female,43.0,Loyal Customer,Eco,1250.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,61.0,Loyal Customer,Eco,3100.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,5.0,1.0,4.0
