id,published,subject,level,price,subscribers,reviews,lectures,duration
1194,2016-08-12,Graphic Design,Beginner Level,0,3108,27,28,2.5
1195,2016-05-05,Business Finance,All Levels,0,1730,34,11,0.666666666666667
1196,2016-03-29,Business Finance,All Levels,4.3,1071,14,50,6
1197,2015-05-19,Business Finance,Beginner Level,1.7,65,3,15,1.5
1198,2016-11-15,Graphic Design,Beginner Level,17,293,5,18,1
1199,2015-04-02,Business Finance,Intermediate Level,2.6,4601,38,14,4
1200,2016-05-04,Business Finance,All Levels,17.4,2951,232,60,4
1201,2016-11-02,Web Development,All Levels,8.7,2234,253,115,11.5
1202,2016-12-01,Musical Instruments,Intermediate Level,4.8,186,13,35,2
1203,2016-03-21,Business Finance,Beginner Level,1.7,1480,25,25,1.5
1204,2016-08-06,Musical Instruments,Intermediate Level,2.6,10,0,12,2
1205,2014-11-28,Business Finance,All Levels,17.4,5334,373,42,4.5
1206,2014-03-12,Business Finance,All Levels,4.3,1182,110,22,4
1207,2015-09-29,Business Finance,All Levels,17.4,2988,21,43,4.5
1208,2014-03-27,Business Finance,All Levels,17,1013,128,32,14
1209,2015-06-26,Graphic Design,Beginner Level,3.9,115,12,24,5.5
1210,2014-01-16,Musical Instruments,All Levels,1.7,273,4,6,1.5
1211,2016-04-06,Musical Instruments,Beginner Level,8.3,17,3,35,2.5
1212,2016-04-21,Business Finance,All Levels,0,1059,96,9,1.5
1213,2016-11-19,Business Finance,All Levels,13,11,1,15,0.65
1214,2016-02-03,Web Development,All Levels,10.4,1678,34,32,2.5
1215,2016-11-08,Web Development,Beginner Level,17.4,633,39,54,4
1216,2016-08-10,Musical Instruments,Intermediate Level,3.5,407,64,33,2.5
1217,2016-05-02,Web Development,All Levels,13,3252,401,62,12.5
1218,2015-11-10,Business Finance,Intermediate Level,17.4,3143,11,39,3
1219,2015-11-03,Business Finance,All Levels,4.3,1519,40,46,3.5
1220,2016-06-14,Business Finance,All Levels,4.3,13,3,25,5.5
1221,2015-01-26,Business Finance,All Levels,8.7,2591,44,69,10
1222,2014-03-23,Musical Instruments,Intermediate Level,3,73,3,15,2
1223,2015-05-22,Graphic Design,Beginner Level,1.7,1738,8,166,10.5
1224,2016-03-21,Business Finance,All Levels,1.7,3870,53,10,1
1225,2016-07-22,Business Finance,Intermediate Level,3.5,149,2,63,6.5
1226,2014-08-21,Business Finance,All Levels,1.7,768,23,54,10.5
1227,2015-12-15,Web Development,Beginner Level,8.7,8691,836,63,11
1228,2016-10-12,Musical Instruments,All Levels,3.5,42,8,17,1.5
1229,2016-10-29,Business Finance,Intermediate Level,17.4,204,23,9,1.5
1230,2014-11-08,Business Finance,Beginner Level,1.7,2,0,28,2.5
1231,2015-12-12,Musical Instruments,All Levels,8.7,1229,8,11,0.5
1232,2015-07-21,Business Finance,All Levels,1.7,1740,5,8,1
1233,2016-11-20,Business Finance,Beginner Level,4.3,205,20,20,5
1234,2016-02-10,Graphic Design,All Levels,1.7,280,46,33,5
1235,2015-10-28,Web Development,Beginner Level,1.7,9554,368,16,1.5
1236,2016-12-21,Musical Instruments,Beginner Level,4.8,1409,41,17,1.5
1237,2016-08-30,Web Development,All Levels,8.7,2412,116,28,2.5
1238,2016-06-15,Web Development,All Levels,4.3,1892,147,24,2.5
1239,2016-05-11,Business Finance,All Levels,2.6,1,0,21,2.5
1240,2016-04-07,Business Finance,Beginner Level,17,74,8,17,3
1241,2015-01-05,Graphic Design,All Levels,1.7,25277,311,16,1
1242,2015-08-21,Musical Instruments,Beginner Level,1.7,62,1,11,1
1243,2016-02-18,Musical Instruments,Beginner Level,1.7,2,0,47,3.5
1244,2015-12-18,Musical Instruments,All Levels,2.6,144,15,25,1.5
1245,2016-06-20,Business Finance,All Levels,4.3,249,46,28,5
1246,2014-05-08,Graphic Design,All Levels,3.5,2,0,34,1.5
1247,2015-03-02,Business Finance,All Levels,3.5,124,2,10,2
1248,2015-07-09,Business Finance,All Levels,1.7,61,3,27,5
1249,2016-11-05,Graphic Design,Beginner Level,17,389,20,43,3
1250,2015-04-15,Musical Instruments,All Levels,4.3,177,3,102,7.5
1251,2015-11-12,Musical Instruments,Beginner Level,8.7,255,30,53,4
1252,2015-09-14,Business Finance,All Levels,1.7,5108,9,13,1
1253,2015-06-08,Graphic Design,Beginner Level,17.4,2091,11,26,2.5
1254,2016-12-22,Musical Instruments,All Levels,3.5,28,1,13,1
1255,2015-04-07,Graphic Design,All Levels,17,3360,26,16,2
1256,2015-07-29,Business Finance,Intermediate Level,13,17,2,51,6.5
1257,2016-03-25,Business Finance,All Levels,0,1696,22,11,0.633333333333333
1258,2015-10-16,Musical Instruments,Beginner Level,3.9,80,4,112,3
1259,2014-11-18,Business Finance,Beginner Level,2.2,122,2,36,7.5
1260,2016-12-13,Business Finance,All Levels,5.2,1,1,33,6
1261,2015-07-09,Web Development,Intermediate Level,2.6,2919,136,70,7
1262,2016-05-29,Web Development,Beginner Level,10,10103,75,20,1.5
1263,2015-02-02,Musical Instruments,Intermediate Level,4.3,886,43,74,1.5
1264,2015-11-14,Musical Instruments,Beginner Level,8.7,122,3,59,3.5
1265,2015-10-23,Business Finance,All Levels,7.8,16,4,24,4
1266,2016-04-13,Musical Instruments,Beginner Level,3.5,76,4,23,3.5
1267,2015-03-19,Musical Instruments,All Levels,4.3,63,13,49,1
1268,2016-03-20,Business Finance,All Levels,4.3,967,16,43,8
1269,2016-03-12,Business Finance,All Levels,14.8,206,39,39,6.5
1270,2015-09-24,Graphic Design,Beginner Level,0,12103,576,18,1
1271,2016-03-11,Musical Instruments,Intermediate Level,6.5,1052,6,43,0.5
1272,2015-08-27,Business Finance,All Levels,2.6,384,40,44,10.5
1273,2016-08-19,Business Finance,Beginner Level,9.1,1077,110,55,6
1274,2015-11-06,Graphic Design,All Levels,10.4,715,16,20,1
1275,2016-12-26,Business Finance,All Levels,4.3,13,1,9,2
1276,2016-09-12,Musical Instruments,Beginner Level,1.7,936,9,12,0.666666666666667
1277,2014-12-06,Business Finance,All Levels,15.7,3667,4,460,43.5
1278,2016-04-08,Musical Instruments,All Levels,4.3,48,3,61,8
1279,2016-12-26,Musical Instruments,Beginner Level,13,89,7,35,3
1280,2015-11-06,Business Finance,All Levels,17.4,1048,11,16,1.5
1281,2014-11-08,Business Finance,All Levels,3.5,653,55,20,2.5
1282,2015-03-23,Musical Instruments,Beginner Level,1.7,118,0,5,1
1283,2014-11-25,Business Finance,All Levels,17,22257,2697,138,7.5
1284,2016-05-27,Business Finance,Intermediate Level,4.3,38,9,25,2.5
1285,2016-02-23,Business Finance,Beginner Level,0,3465,161,24,2
1286,2014-06-18,Business Finance,All Levels,0,5529,90,5,2
1287,2015-08-11,Web Development,All Levels,17,10518,129,57,4.5
1288,2014-03-17,Musical Instruments,Intermediate Level,4.3,147,4,39,1
1289,2015-05-28,Business Finance,All Levels,0,3757,70,14,0.616666666666667
1290,2016-12-19,Web Development,Beginner Level,17,6134,160,50,6.5
1291,2014-05-07,Musical Instruments,Beginner Level,1.7,261,1,18,1.5
1292,2016-06-01,Graphic Design,All Levels,2.6,50,7,45,4
1293,2016-01-08,Business Finance,Beginner Level,1.7,4919,79,16,1.5
1294,2015-11-09,Graphic Design,All Levels,1.7,500,29,17,2
1295,2016-03-31,Musical Instruments,Beginner Level,8.7,72,2,24,1.5
1296,2015-03-29,Business Finance,Beginner Level,4.3,137,14,21,3
1297,2015-11-12,Graphic Design,All Levels,3.5,1530,49,25,4
1298,2016-12-26,Graphic Design,Intermediate Level,1.7,43,12,46,9.5
1299,2016-07-05,Graphic Design,All Levels,1.7,5000,7,21,1
1300,2016-02-05,Musical Instruments,Beginner Level,6.5,186,35,56,3
1301,2016-08-21,Musical Instruments,Beginner Level,7.8,85,22,20,2
1302,2014-09-19,Business Finance,All Levels,1.7,3403,29,70,8
1303,2015-09-10,Business Finance,Beginner Level,8.3,7743,340,33,1.5
1304,2014-03-25,Musical Instruments,Intermediate Level,4.3,115,6,53,2.5
1305,2014-10-01,Business Finance,All Levels,4.3,1032,60,55,7
1306,2015-09-10,Musical Instruments,Beginner Level,1.7,153,27,38,3.5
1307,2014-06-24,Web Development,Intermediate Level,0,13242,131,24,1
1308,2016-12-06,Graphic Design,All Levels,8.7,734,9,36,1
1309,2016-04-11,Business Finance,All Levels,0,405,3,22,1
1310,2015-07-16,Business Finance,All Levels,2.2,462,18,34,1
1311,2016-05-30,Business Finance,All Levels,1.7,656,17,20,1.5
1312,2016-06-26,Musical Instruments,Intermediate Level,7,89,6,12,0.666666666666667
1313,2016-06-19,Business Finance,Beginner Level,1.7,1423,103,37,1.5
1314,2016-11-01,Musical Instruments,Beginner Level,8.7,476,16,91,4
1315,2015-09-30,Business Finance,Intermediate Level,10.4,975,23,23,1
1316,2014-01-22,Musical Instruments,Beginner Level,3.5,57,7,16,4
1317,2015-01-29,Graphic Design,All Levels,1.7,9,0,56,5
1318,2016-12-28,Musical Instruments,Beginner Level,4.3,1495,26,36,2.5
1319,2016-10-06,Web Development,All Levels,17,4708,111,18,2.5
1320,2015-07-01,Business Finance,All Levels,3.9,1489,32,27,3.5
1321,2015-08-16,Musical Instruments,Beginner Level,0,14922,772,8,0.666666666666667
1322,2014-11-30,Graphic Design,All Levels,0,53851,1779,45,4.5
1323,2016-03-08,Graphic Design,Intermediate Level,2.2,507,2,7,0.616666666666667
1324,2015-04-15,Musical Instruments,All Levels,4.3,173,0,63,5
1325,2016-11-01,Business Finance,All Levels,5.2,217,7,16,1
1326,2016-12-11,Web Development,Beginner Level,17.4,2390,497,82,9
1327,2016-03-08,Graphic Design,All Levels,4.3,311,49,163,10.5
1328,2015-06-03,Graphic Design,All Levels,1.7,1768,20,14,0.683333333333333
1329,2014-01-27,Musical Instruments,Intermediate Level,17,556,11,27,4
1330,2016-08-18,Musical Instruments,Beginner Level,3.5,85,8,19,1.5
1331,2014-08-28,Business Finance,All Levels,1.7,116,6,12,3
1332,2015-02-08,Business Finance,Intermediate Level,17.4,1909,8,19,2
1333,2016-01-28,Business Finance,Expert Level,17.4,1125,11,18,1.5
1334,2016-06-22,Web Development,All Levels,8.7,1385,188,83,5
1335,2014-04-15,Graphic Design,Beginner Level,1.7,2,0,7,0.566666666666667
1336,2016-03-04,Graphic Design,Intermediate Level,1.7,1586,8,5,0.516666666666667
1337,2014-09-01,Business Finance,All Levels,8.7,4661,187,20,1
1338,2016-08-25,Musical Instruments,Beginner Level,4.3,2045,8,24,2
1339,2016-01-04,Musical Instruments,Beginner Level,3.5,431,2,11,1
1340,2015-09-10,Musical Instruments,Intermediate Level,1.7,81,11,27,3
1341,2016-05-12,Musical Instruments,Beginner Level,4.3,18,1,9,2
1342,2015-05-24,Business Finance,All Levels,1.7,79,1,58,6
1343,2016-11-12,Musical Instruments,All Levels,15.2,362,38,27,2.5
1344,2014-12-11,Business Finance,All Levels,17.4,2000,31,34,4.5
1345,2014-12-19,Business Finance,All Levels,1.7,6050,34,25,1.5
1346,2016-03-29,Musical Instruments,Intermediate Level,2.2,24,1,49,4.5
1347,2016-01-24,Web Development,All Levels,2.2,2083,213,23,2.5
1348,2016-01-10,Business Finance,All Levels,13,3523,46,45,4
1349,2015-03-02,Business Finance,Intermediate Level,4.3,12,1,38,4
1350,2015-10-22,Business Finance,All Levels,13,10042,594,43,3
1351,2016-07-23,Graphic Design,All Levels,17.4,18303,202,54,3.5
1352,2015-10-08,Business Finance,Beginner Level,10.4,4133,15,36,4
1353,2016-12-11,Web Development,All Levels,12.2,7741,9,36,2.5
1354,2016-01-01,Web Development,Intermediate Level,4.3,1658,185,68,16.5
1355,2015-10-25,Graphic Design,All Levels,1.7,353,79,154,14.5
1356,2015-09-21,Business Finance,All Levels,4.3,5354,24,23,1.5
1357,2016-10-03,Business Finance,Intermediate Level,17.4,86,6,32,4.5
1358,2016-08-30,Business Finance,All Levels,17.4,276,11,11,0.566666666666667
1359,2016-03-03,Business Finance,All Levels,0,10670,444,15,1
1360,2016-07-24,Musical Instruments,All Levels,3.5,26,2,20,1.5
1361,2016-02-26,Web Development,Intermediate Level,17,960,110,32,2
1362,2016-10-16,Business Finance,Beginner Level,4.3,9,4,6,0.666666666666667
1363,2014-01-28,Graphic Design,Beginner Level,2.6,1249,44,19,3
1364,2014-03-21,Web Development,All Levels,4.3,7660,7,19,2
1365,2016-10-18,Graphic Design,Beginner Level,10.4,125,5,56,8.5
1366,2016-11-24,Graphic Design,All Levels,4.3,43,3,57,6.5
1367,2015-05-14,Business Finance,Beginner Level,2.6,751,1,61,3
1368,2014-09-14,Business Finance,All Levels,0,4653,395,5,0.516666666666667
1369,2015-08-20,Business Finance,Beginner Level,3.5,1169,7,15,3
1370,2016-04-13,Musical Instruments,Intermediate Level,3.5,172,26,15,2.5
1371,2015-08-07,Musical Instruments,All Levels,1.7,953,11,13,2
1372,2016-01-03,Business Finance,Beginner Level,1.7,741,4,22,2
1373,2016-04-28,Musical Instruments,Beginner Level,4.3,1269,27,51,3
1374,2016-01-21,Business Finance,All Levels,17,24481,2347,174,10
1375,2015-06-14,Business Finance,All Levels,12.6,807,19,23,6
1376,2016-12-15,Musical Instruments,Intermediate Level,2.6,14,1,13,1.5
1377,2016-11-27,Graphic Design,All Levels,3.5,10,1,18,2.5
1378,2015-08-16,Business Finance,All Levels,13,2801,6,25,1.5
1379,2015-12-09,Graphic Design,Beginner Level,4.3,42,10,32,4.5
1380,2015-08-04,Business Finance,All Levels,6.5,1513,31,60,5.5
1381,2015-06-12,Business Finance,All Levels,4.3,1405,14,27,2
1382,2015-01-16,Musical Instruments,All Levels,4.3,425,7,192,6
1383,2015-12-03,Business Finance,Beginner Level,4.3,1971,13,20,1.5
1384,2016-11-04,Business Finance,Beginner Level,2.2,1076,22,176,5
1385,2015-01-09,Business Finance,All Levels,4.3,814,9,5,1
1386,2014-09-19,Business Finance,All Levels,13.9,4252,225,24,2
1387,2016-10-12,Graphic Design,Intermediate Level,2.6,1348,6,14,1
1388,2016-11-29,Business Finance,Beginner Level,10.9,1136,12,13,1
1389,2016-09-22,Business Finance,Beginner Level,17,11,0,45,4.5
1390,2016-09-26,Web Development,All Levels,17,7827,268,66,11
1391,2016-12-14,Business Finance,All Levels,8.3,223,34,16,1.5
1392,2015-01-01,Musical Instruments,All Levels,4.3,148,3,77,4.5
1393,2014-03-03,Musical Instruments,Beginner Level,4.3,1213,158,77,5
1394,2015-11-20,Musical Instruments,All Levels,13,346,26,59,4.5
1395,2016-05-09,Graphic Design,Beginner Level,1.7,662,5,21,1
1396,2016-02-13,Musical Instruments,All Levels,3.9,178,21,11,2
1397,2015-02-09,Musical Instruments,All Levels,10,595,20,33,2
1398,2016-06-23,Musical Instruments,All Levels,4.3,79,3,25,1.5
1399,2016-01-11,Business Finance,All Levels,3.5,78,22,25,2.5
1400,2016-02-02,Business Finance,Beginner Level,17.4,1185,10,33,2.5
1401,2014-10-02,Business Finance,Beginner Level,1.7,11958,370,134,11.5
1402,2014-01-21,Web Development,All Levels,17.4,6851,276,454,60
1403,2016-04-13,Musical Instruments,Beginner Level,3.5,16,1,29,3
1404,2015-11-06,Business Finance,Intermediate Level,17,483,10,40,3.5
1405,2015-01-16,Web Development,Beginner Level,0,21147,1220,16,1.5
1406,2016-05-17,Web Development,Beginner Level,1.7,3699,201,11,1
1407,2015-11-17,Graphic Design,All Levels,1.7,1797,40,39,2.5
1408,2015-09-27,Business Finance,All Levels,3,551,22,34,1.5
1409,2014-09-11,Business Finance,Intermediate Level,0,4876,210,36,4.5
1410,2015-06-17,Business Finance,Beginner Level,8.3,26,4,5,1
1411,2016-12-05,Business Finance,All Levels,10.4,54,11,12,0.6
1412,2016-12-10,Business Finance,All Levels,2.2,15,2,14,2
1413,2016-01-13,Business Finance,All Levels,6.5,55,2,27,5.5
1414,2016-05-31,Business Finance,Beginner Level,0,4931,154,7,0.533333333333333
1415,2016-09-13,Graphic Design,Beginner Level,1.7,1,0,6,1.5
1416,2016-12-15,Graphic Design,Beginner Level,13,2427,99,97,11
1417,2015-02-11,Business Finance,Intermediate Level,4.3,1105,3,54,6
1418,2014-12-09,Business Finance,Beginner Level,3.9,1446,23,27,5
1419,2016-07-20,Graphic Design,All Levels,2.2,41,11,6,0.583333333333333
1420,2015-04-13,Business Finance,All Levels,0,5007,41,19,3
1421,2014-06-23,Musical Instruments,Beginner Level,3.5,353,1,30,3.5
1422,2015-06-25,Web Development,All Levels,3.5,7146,629,77,14.5
1423,2016-02-08,Business Finance,Beginner Level,4.3,2635,13,29,2
1424,2015-09-24,Musical Instruments,Beginner Level,4.3,1548,10,20,2
1425,2014-05-05,Musical Instruments,All Levels,4.3,3,0,19,3
1426,2016-07-09,Business Finance,All Levels,1.7,89,23,10,1
1427,2016-02-14,Musical Instruments,Intermediate Level,3,41,2,11,1.5
1428,2016-10-04,Business Finance,All Levels,17.4,1843,171,35,1.5
1429,2014-01-23,Business Finance,All Levels,1.7,25,1,108,3.5
1430,2014-12-11,Business Finance,All Levels,1.7,916,6,23,6.5
1431,2014-06-23,Business Finance,Beginner Level,1.7,701,55,16,1.5
1432,2015-06-14,Musical Instruments,Beginner Level,4.8,3013,15,28,1.5
1433,2014-10-12,Web Development,Intermediate Level,3,4183,231,86,14
1434,2016-07-18,Musical Instruments,Beginner Level,1.7,78,8,24,1.5
1435,2016-09-04,Web Development,Beginner Level,2.2,2371,10,12,1
1436,2014-03-11,Web Development,Beginner Level,4.3,5921,35,42,4.5
1437,2014-08-29,Graphic Design,Beginner Level,2.6,1350,29,11,0.633333333333333
1438,2015-03-26,Business Finance,All Levels,1.7,44,3,8,1
1439,2015-04-15,Musical Instruments,Intermediate Level,4.3,184,5,107,8.5
1440,2014-11-04,Business Finance,All Levels,1.7,512,13,15,0.666666666666667
1441,2016-04-28,Business Finance,Beginner Level,0,1685,29,16,2
1442,2014-12-24,Business Finance,Beginner Level,3.5,1102,3,14,0.566666666666667
1443,2015-11-27,Business Finance,All Levels,8.3,335,25,29,1.5
1444,2016-04-28,Business Finance,All Levels,4.3,156,16,41,7
1445,2014-11-04,Business Finance,All Levels,17.4,1703,59,25,2
1446,2015-08-21,Graphic Design,All Levels,2.6,86,18,52,5.5
1447,2016-04-25,Musical Instruments,All Levels,3.5,295,7,14,1
1448,2016-01-18,Musical Instruments,Beginner Level,5.2,112,7,63,5.5
1449,2014-09-14,Graphic Design,All Levels,3,48,15,74,8
1450,2015-06-19,Graphic Design,Beginner Level,6.5,1090,14,45,4.5
1451,2016-06-28,Business Finance,All Levels,17.4,11441,1118,61,4.5
1452,2014-09-21,Business Finance,All Levels,9.6,26,6,49,4
1453,2015-07-23,Business Finance,All Levels,4.3,100,23,25,2
1454,2014-04-25,Graphic Design,All Levels,1.7,239,7,26,4
1455,2015-11-24,Business Finance,Beginner Level,3,1135,10,16,1.5
1456,2016-07-01,Graphic Design,Intermediate Level,1.7,311,0,9,1
1457,2015-05-06,Graphic Design,Beginner Level,6.5,3117,30,62,4.5
1458,2016-01-08,Business Finance,Beginner Level,3,1772,19,15,3.5
1459,2014-10-25,Business Finance,Intermediate Level,2.2,2342,9,33,3.5
1460,2015-08-14,Web Development,Beginner Level,8.3,10179,68,17,1.5
1461,2015-11-12,Business Finance,All Levels,4.3,154,7,39,9
1462,2014-04-14,Web Development,All Levels,0,15134,523,12,2.5
1463,2015-10-26,Business Finance,Intermediate Level,4.3,7,3,28,2.5
1464,2016-03-14,Business Finance,All Levels,4.3,769,10,18,2
1465,2016-06-06,Business Finance,Intermediate Level,17.4,57,22,19,3
1466,2014-04-29,Musical Instruments,Intermediate Level,2.6,438,10,12,0.566666666666667
1467,2015-01-27,Business Finance,Beginner Level,17.4,3050,86,22,2
1468,2014-12-17,Graphic Design,Beginner Level,1.7,270,28,118,8
1469,2014-09-22,Business Finance,All Levels,1.7,16,2,10,1
1470,2016-02-25,Graphic Design,Beginner Level,1.7,25,5,30,9.5
1471,2014-02-02,Musical Instruments,Beginner Level,1.7,44,2,7,1
1472,2016-10-17,Web Development,All Levels,15.7,613,93,37,4.5
1473,2014-03-16,Business Finance,Beginner Level,4.3,115,6,31,4
1474,2015-04-16,Musical Instruments,All Levels,4.3,90,2,61,2.5
1475,2016-10-03,Musical Instruments,Intermediate Level,5.2,1,0,11,1
1476,2016-05-05,Business Finance,All Levels,1.7,750,13,28,2.5
1477,2015-06-19,Business Finance,Beginner Level,6.5,1303,21,44,3
1478,2015-07-17,Business Finance,All Levels,1.7,3094,2,22,3.5
1479,2016-04-14,Musical Instruments,Beginner Level,8.3,11,2,34,3
1480,2015-08-30,Business Finance,Beginner Level,17.4,273,4,15,0.516666666666667
1481,2014-03-16,Musical Instruments,Beginner Level,3,98,1,15,2
1482,2016-03-10,Musical Instruments,All Levels,3.5,305,0,23,2.5
1483,2014-05-19,Musical Instruments,All Levels,4.3,10,2,17,3
1484,2014-12-22,Business Finance,All Levels,9.1,2987,23,19,2
1485,2014-07-11,Business Finance,Beginner Level,4.3,1055,21,64,3.5
1486,2016-07-01,Web Development,Intermediate Level,4.3,5143,941,80,12
1487,2016-06-21,Business Finance,All Levels,10.4,973,15,28,2.5
1488,2014-04-04,Musical Instruments,Intermediate Level,3,17,0,7,1.5
1489,2015-07-07,Business Finance,Beginner Level,3.5,2177,31,38,5
1490,2015-08-17,Musical Instruments,Beginner Level,1.7,4560,177,22,1.5
1491,2016-04-01,Graphic Design,All Levels,10.9,1657,46,41,4
1492,2014-10-23,Graphic Design,Intermediate Level,1.7,57,3,16,2
1493,2016-01-16,Business Finance,Beginner Level,4.3,14,3,22,1.5
1494,2016-03-14,Graphic Design,Intermediate Level,1.7,238,25,8,1.5
1495,2015-08-28,Business Finance,All Levels,8.3,91,5,28,5
1496,2015-01-15,Graphic Design,All Levels,1.7,3481,37,6,1.5
1497,2015-12-22,Graphic Design,All Levels,1.7,3,0,46,4
1498,2016-10-10,Web Development,Beginner Level,17.4,9359,110,402,32.5
1499,2016-02-14,Graphic Design,Beginner Level,13,3381,388,57,15
1500,2015-11-09,Business Finance,Beginner Level,1.7,241,5,26,2.5
1501,2014-05-07,Musical Instruments,All Levels,4.3,6,0,17,3
1502,2014-03-06,Business Finance,Beginner Level,1.7,117,15,6,1.5
1503,2014-11-25,Musical Instruments,Beginner Level,4.3,1976,252,16,1
1504,2014-05-28,Musical Instruments,Beginner Level,2.2,333,5,40,3
1505,2016-12-18,Business Finance,All Levels,17,677,45,40,4.5
1506,2016-09-30,Musical Instruments,All Levels,5.2,186,9,24,1.5
1507,2014-12-17,Web Development,Beginner Level,17,2526,185,24,5
1508,2015-03-19,Business Finance,All Levels,6.5,214,20,88,9
1509,2016-11-22,Graphic Design,Beginner Level,1.7,1086,17,8,1
1510,2014-11-25,Graphic Design,Intermediate Level,2.2,1754,52,79,12.5
1511,2014-01-30,Musical Instruments,All Levels,1.7,146,5,15,1
1512,2015-08-12,Business Finance,All Levels,1.7,480,3,21,1
1513,2014-07-01,Business Finance,All Levels,13,9015,65,23,2.5
1514,2014-03-12,Business Finance,All Levels,4.3,397,24,19,3
1515,2015-05-26,Graphic Design,Beginner Level,3,5850,19,34,1
1516,2016-07-04,Business Finance,Intermediate Level,1.7,53,16,7,1
1517,2016-06-14,Business Finance,All Levels,1.7,5841,16,28,1.5
1518,2016-01-07,Business Finance,All Levels,1.7,7,2,18,1
1519,2016-04-13,Musical Instruments,All Levels,3.5,42,1,11,1.5
1520,2015-08-17,Musical Instruments,All Levels,3.5,58,5,11,0.583333333333333
1521,2015-03-02,Web Development,All Levels,10.9,7852,46,31,3.5
1522,2015-10-29,Business Finance,All Levels,4.3,618,10,19,2
1523,2015-05-22,Musical Instruments,Beginner Level,3.9,2795,26,25,1
1524,2016-07-07,Business Finance,Beginner Level,1.7,114,13,52,4
1525,2014-08-18,Business Finance,All Levels,1.7,2101,51,11,2
1526,2015-06-05,Graphic Design,All Levels,17.4,6975,122,29,2.5
1527,2015-03-29,Business Finance,Expert Level,1.7,44,5,8,0.516666666666667
1528,2016-01-27,Business Finance,All Levels,17.4,1101,14,37,2
1529,2016-04-12,Business Finance,All Levels,4.3,1008,14,42,6
1530,2016-05-03,Web Development,All Levels,3.5,1653,53,14,1.5
1531,2014-05-17,Business Finance,All Levels,0,4269,60,17,4.5
1532,2014-09-03,Business Finance,All Levels,3.5,225,2,17,2.5
1533,2015-02-19,Business Finance,Beginner Level,1.7,51,2,10,2
1534,2015-07-30,Business Finance,All Levels,1.7,25,1,25,6
1535,2015-05-27,Graphic Design,Beginner Level,11.7,1275,26,42,3.5
1536,2015-06-22,Graphic Design,All Levels,7,4,0,8,1
1537,2016-12-01,Web Development,Beginner Level,1.7,10008,53,26,2.5
1538,2014-07-05,Business Finance,All Levels,0,2058,22,6,0.6
1539,2016-11-01,Web Development,Beginner Level,17,1995,286,45,6.5
1540,2016-03-24,Musical Instruments,Beginner Level,0,9193,357,17,1.5
1541,2015-11-17,Musical Instruments,All Levels,10.4,746,82,40,5.5
1542,2015-07-01,Musical Instruments,Beginner Level,4.3,2788,52,41,1.5
1543,2015-02-07,Business Finance,All Levels,1.7,2222,9,12,0.7
1544,2014-08-13,Musical Instruments,Beginner Level,1.7,365,10,12,0.533333333333333
1545,2016-03-22,Business Finance,All Levels,4.3,635,4,6,0.683333333333333
1546,2014-06-05,Business Finance,All Levels,1.7,1193,24,27,1.5
1547,2016-03-18,Musical Instruments,Beginner Level,1.7,560,8,9,1
1548,2014-10-24,Business Finance,All Levels,8.3,10605,71,77,3
1549,2015-11-18,Business Finance,All Levels,17.4,359,86,50,5.5
1550,2015-11-01,Musical Instruments,Beginner Level,3,515,14,20,3
1551,2014-12-29,Graphic Design,All Levels,1.7,500,16,31,2
1552,2016-05-26,Business Finance,All Levels,1.7,1115,8,8,1
1553,2016-02-29,Business Finance,Beginner Level,5.2,4187,600,79,9
1554,2015-09-23,Business Finance,Beginner Level,1.7,260,18,17,1.5
1555,2014-03-04,Business Finance,All Levels,4.3,406,13,15,2.5
1556,2016-11-01,Business Finance,All Levels,10,12,1,25,2.5
1557,2016-08-29,Musical Instruments,Intermediate Level,4.3,7,0,10,1
1558,2016-02-27,Musical Instruments,Beginner Level,4.8,21,3,32,6
1559,2016-05-11,Graphic Design,All Levels,3.5,41,9,86,8
1560,2016-09-19,Web Development,All Levels,4.3,11384,1846,80,5.5
1561,2016-01-22,Graphic Design,Beginner Level,4.3,2087,95,6,0.633333333333333
1562,2016-06-03,Business Finance,All Levels,13,1535,16,462,62
1563,2015-08-03,Business Finance,All Levels,4.3,2187,218,91,13
1564,2014-05-19,Musical Instruments,Intermediate Level,17.4,4133,173,224,28.5
1565,2015-10-08,Musical Instruments,Beginner Level,4.3,211,12,30,1.5
1566,2016-11-03,Business Finance,Beginner Level,0,1278,200,13,1.5
1567,2014-04-30,Musical Instruments,Beginner Level,1.7,244,25,33,6
1568,2014-02-12,Musical Instruments,All Levels,3,2543,44,17,2
1569,2016-03-17,Graphic Design,Intermediate Level,17,2081,35,61,4.5
1570,2016-04-04,Musical Instruments,Beginner Level,8.3,45,5,43,3
1571,2016-06-20,Graphic Design,Beginner Level,2.2,2,1,11,1
1572,2016-09-29,Business Finance,All Levels,10.9,17,2,14,1.5
1573,2014-12-30,Graphic Design,Beginner Level,1.7,172,24,15,1
1574,2015-09-08,Graphic Design,Beginner Level,1.7,5104,437,26,1
1575,2014-11-06,Musical Instruments,All Levels,2.2,261,4,17,1.5
1576,2015-10-17,Business Finance,All Levels,1.7,627,5,27,1
1577,2016-02-17,Musical Instruments,All Levels,3,82,6,7,1.5
1578,2016-12-01,Business Finance,All Levels,8.3,353,27,105,18.5
1579,2016-02-06,Business Finance,All Levels,3.5,17,6,26,3.5
1580,2015-08-09,Business Finance,Beginner Level,1.7,3125,54,13,2
